timestamped_line
"[16:10:29] Ready. Type 's' to start logging, 'e' to stop."
[16:10:29] Sensor Info:
[16:10:29] Sensor ID: 50
[16:10:29] Sensor Name: FORCE PLATE 850
[16:10:29] Units: N
[16:10:29] ▶️ START LOGGING
"[16:10:29] Time(s), Force(N), DeltaF(N), FSR1, FSR2, FSR3"
"[16:10:35] 9.63, Force(N): 19.644, ΔF(N): -1.011, FSR1: 527, FSR2: 1023, FSR3: 1023"
"[16:10:35] 9.74, Force(N): 20.654, ΔF(N): 1.011, FSR1: 544, FSR2: 1023, FSR3: 1023"
"[16:10:35] 10.05, Force(N): 18.633, ΔF(N): -2.021, FSR1: 590, FSR2: 1023, FSR3: 1023"
"[16:10:35] 10.17, Force(N): 19.644, ΔF(N): 1.011, FSR1: 568, FSR2: 1023, FSR3: 1022"
"[16:10:36] 10.48, Force(N): 20.654, ΔF(N): 1.011, FSR1: 582, FSR2: 1023, FSR3: 1023"
"[16:10:36] 10.59, Force(N): 19.644, ΔF(N): -1.011, FSR1: 558, FSR2: 1023, FSR3: 1023"
"[16:10:36] 10.70, Force(N): 20.654, ΔF(N): 1.011, FSR1: 578, FSR2: 1023, FSR3: 1023"
"[16:10:36] 10.82, Force(N): 19.644, ΔF(N): -1.011, FSR1: 625, FSR2: 1023, FSR3: 1023"
"[16:10:36] 11.03, Force(N): 20.654, ΔF(N): 1.011, FSR1: 583, FSR2: 1023, FSR3: 1023"
"[16:10:36] 11.14, Force(N): 19.644, ΔF(N): -1.011, FSR1: 612, FSR2: 1023, FSR3: 1022"
"[16:10:36] 11.25, Force(N): 20.654, ΔF(N): 1.011, FSR1: 601, FSR2: 1023, FSR3: 1023"
"[16:10:37] 11.37, Force(N): 19.644, ΔF(N): -1.011, FSR1: 608, FSR2: 1023, FSR3: 1023"
"[16:10:37] 11.58, Force(N): 18.633, ΔF(N): -1.011, FSR1: 787, FSR2: 1023, FSR3: 1023"
"[16:10:37] 11.69, Force(N): 19.644, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[16:10:37] 12.21, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1022, FSR2: 1022, FSR3: 1023"
"[16:10:38] 12.32, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 1023"
"[16:10:38] 12.74, Force(N): 18.633, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[16:10:38] 12.96, Force(N): 19.644, ΔF(N): 1.011, FSR1: 1023, FSR2: 1022, FSR3: 1023"
"[16:10:38] 13.07, Force(N): 18.633, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[16:10:39] 13.28, Force(N): 19.644, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 1023"
"[16:10:39] 13.90, Force(N): 18.633, ΔF(N): -1.011, FSR1: 1020, FSR2: 1023, FSR3: 1023"
"[16:10:39] 14.12, Force(N): 20.654, ΔF(N): 2.021, FSR1: 1018, FSR2: 1022, FSR3: 1023"
"[16:10:39] 14.23, Force(N): 21.665, ΔF(N): 1.011, FSR1: 470, FSR2: 1023, FSR3: 1023"
"[16:10:40] 14.34, Force(N): 23.687, ΔF(N): 2.021, FSR1: 442, FSR2: 1022, FSR3: 1023"
"[16:10:40] 14.66, Force(N): 25.708, ΔF(N): 2.021, FSR1: 316, FSR2: 1022, FSR3: 1023"
"[16:10:40] 14.77, Force(N): 24.697, ΔF(N): -1.011, FSR1: 318, FSR2: 1023, FSR3: 1023"
"[16:10:40] 14.98, Force(N): 25.708, ΔF(N): 1.011, FSR1: 320, FSR2: 1023, FSR3: 1023"
"[16:10:40] 15.10, Force(N): 24.697, ΔF(N): -1.011, FSR1: 324, FSR2: 1023, FSR3: 1022"
"[16:10:41] 15.31, Force(N): 23.687, ΔF(N): -1.011, FSR1: 344, FSR2: 1023, FSR3: 1023"
"[16:10:41] 15.73, Force(N): 22.676, ΔF(N): -1.011, FSR1: 370, FSR2: 1023, FSR3: 1023"
"[16:10:41] 15.84, Force(N): 21.665, ΔF(N): -1.011, FSR1: 396, FSR2: 1023, FSR3: 1023"
"[16:10:41] 15.95, Force(N): 22.676, ΔF(N): 1.011, FSR1: 386, FSR2: 1023, FSR3: 1023"
"[16:10:41] 16.17, Force(N): 21.665, ΔF(N): -1.011, FSR1: 401, FSR2: 1023, FSR3: 1023"
"[16:10:42] 16.38, Force(N): 20.654, ΔF(N): -1.011, FSR1: 634, FSR2: 1023, FSR3: 1023"
"[16:10:42] 16.59, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1019, FSR2: 1023, FSR3: 1023"
"[16:10:42] 16.81, Force(N): 18.633, ΔF(N): -1.011, FSR1: 1020, FSR2: 1023, FSR3: 1023"
"[16:10:42] 16.92, Force(N): 19.644, ΔF(N): 1.011, FSR1: 1020, FSR2: 1022, FSR3: 1023"
"[16:10:42] 17.04, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1019, FSR2: 1023, FSR3: 1023"
"[16:10:42] 17.15, Force(N): 18.633, ΔF(N): -2.021, FSR1: 1020, FSR2: 1022, FSR3: 1023"
"[16:10:42] 17.26, Force(N): 19.644, ΔF(N): 1.011, FSR1: 1020, FSR2: 1023, FSR3: 1023"
"[16:10:43] 17.58, Force(N): 18.633, ΔF(N): -1.011, FSR1: 1020, FSR2: 1023, FSR3: 1023"
"[16:10:43] 17.69, Force(N): 20.654, ΔF(N): 2.021, FSR1: 820, FSR2: 1023, FSR3: 1023"
"[16:10:43] 17.80, Force(N): 22.676, ΔF(N): 2.021, FSR1: 549, FSR2: 1023, FSR3: 1023"
"[16:10:43] 17.92, Force(N): 23.687, ΔF(N): 1.011, FSR1: 406, FSR2: 1022, FSR3: 1023"
"[16:10:43] 18.03, Force(N): 24.697, ΔF(N): 1.011, FSR1: 388, FSR2: 1022, FSR3: 1022"
"[16:10:43] 18.24, Force(N): 27.729, ΔF(N): 3.032, FSR1: 331, FSR2: 1023, FSR3: 1023"
"[16:10:44] 18.35, Force(N): 26.719, ΔF(N): -1.011, FSR1: 332, FSR2: 1023, FSR3: 1023"
"[16:10:44] 18.77, Force(N): 27.729, ΔF(N): 1.011, FSR1: 349, FSR2: 1023, FSR3: 1023"
"[16:10:44] 18.98, Force(N): 28.740, ΔF(N): 1.011, FSR1: 334, FSR2: 1022, FSR3: 1023"
"[16:10:45] 19.30, Force(N): 29.751, ΔF(N): 1.011, FSR1: 325, FSR2: 1023, FSR3: 1023"
"[16:10:45] 19.61, Force(N): 30.762, ΔF(N): 1.011, FSR1: 326, FSR2: 1023, FSR3: 1023"
"[16:10:45] 19.82, Force(N): 29.751, ΔF(N): -1.011, FSR1: 322, FSR2: 1023, FSR3: 1022"
"[16:10:45] 19.94, Force(N): 30.762, ΔF(N): 1.011, FSR1: 321, FSR2: 1022, FSR3: 1023"
"[16:10:45] 20.05, Force(N): 31.772, ΔF(N): 1.011, FSR1: 319, FSR2: 1023, FSR3: 1023"
"[16:10:45] 20.26, Force(N): 32.783, ΔF(N): 1.011, FSR1: 308, FSR2: 1022, FSR3: 1023"
"[16:10:46] 20.37, Force(N): 33.794, ΔF(N): 1.011, FSR1: 305, FSR2: 1023, FSR3: 1023"
"[16:10:46] 20.48, Force(N): 32.783, ΔF(N): -1.011, FSR1: 303, FSR2: 1023, FSR3: 1023"
"[16:10:46] 20.60, Force(N): 34.805, ΔF(N): 2.021, FSR1: 299, FSR2: 1023, FSR3: 1023"
"[16:10:46] 20.81, Force(N): 32.783, ΔF(N): -2.021, FSR1: 296, FSR2: 1023, FSR3: 1023"
"[16:10:46] 20.92, Force(N): 34.805, ΔF(N): 2.021, FSR1: 295, FSR2: 1023, FSR3: 1023"
"[16:10:46] 21.04, Force(N): 35.815, ΔF(N): 1.011, FSR1: 294, FSR2: 1023, FSR3: 1023"
"[16:10:46] 21.15, Force(N): 34.805, ΔF(N): -1.011, FSR1: 295, FSR2: 1023, FSR3: 1023"
"[16:10:47] 21.36, Force(N): 35.815, ΔF(N): 1.011, FSR1: 293, FSR2: 1023, FSR3: 1023"
"[16:10:47] 21.47, Force(N): 36.826, ΔF(N): 1.011, FSR1: 293, FSR2: 1023, FSR3: 1023"
"[16:10:47] 21.79, Force(N): 37.837, ΔF(N): 1.011, FSR1: 291, FSR2: 1023, FSR3: 1023"
"[16:10:47] 21.90, Force(N): 36.826, ΔF(N): -1.011, FSR1: 290, FSR2: 1023, FSR3: 1023"
"[16:10:47] 22.01, Force(N): 38.848, ΔF(N): 2.021, FSR1: 290, FSR2: 1023, FSR3: 1023"
"[16:10:47] 22.22, Force(N): 39.858, ΔF(N): 1.011, FSR1: 288, FSR2: 1023, FSR3: 1022"
"[16:10:48] 22.44, Force(N): 38.848, ΔF(N): -1.011, FSR1: 288, FSR2: 1023, FSR3: 1023"
"[16:10:48] 22.96, Force(N): 39.858, ΔF(N): 1.011, FSR1: 286, FSR2: 1023, FSR3: 1023"
"[16:10:48] 23.07, Force(N): 38.848, ΔF(N): -1.011, FSR1: 286, FSR2: 1023, FSR3: 1023"
"[16:10:48] 23.18, Force(N): 39.858, ΔF(N): 1.011, FSR1: 285, FSR2: 1023, FSR3: 1023"
"[16:10:49] 23.29, Force(N): 38.848, ΔF(N): -1.011, FSR1: 286, FSR2: 1023, FSR3: 1023"
"[16:10:49] 23.40, Force(N): 39.858, ΔF(N): 1.011, FSR1: 286, FSR2: 1023, FSR3: 1023"
"[16:10:49] 23.52, Force(N): 40.869, ΔF(N): 1.011, FSR1: 286, FSR2: 1023, FSR3: 1023"
"[16:10:49] 23.63, Force(N): 38.848, ΔF(N): -2.021, FSR1: 285, FSR2: 1022, FSR3: 1023"
"[16:10:49] 23.74, Force(N): 40.869, ΔF(N): 2.021, FSR1: 285, FSR2: 1023, FSR3: 1023"
"[16:10:49] 23.85, Force(N): 39.858, ΔF(N): -1.011, FSR1: 285, FSR2: 1023, FSR3: 1022"
"[16:10:49] 24.07, Force(N): 40.869, ΔF(N): 1.011, FSR1: 285, FSR2: 1023, FSR3: 1022"
"[16:10:50] 24.28, Force(N): 38.848, ΔF(N): -2.021, FSR1: 285, FSR2: 1023, FSR3: 1023"
"[16:10:50] 24.50, Force(N): 40.869, ΔF(N): 2.021, FSR1: 283, FSR2: 1023, FSR3: 1023"
"[16:10:50] 24.81, Force(N): 42.891, ΔF(N): 2.021, FSR1: 283, FSR2: 1023, FSR3: 1023"
"[16:10:50] 24.92, Force(N): 40.869, ΔF(N): -2.021, FSR1: 283, FSR2: 1023, FSR3: 1023"
"[16:10:50] 25.03, Force(N): 41.880, ΔF(N): 1.011, FSR1: 283, FSR2: 1022, FSR3: 1023"
"[16:10:50] 25.15, Force(N): 43.901, ΔF(N): 2.021, FSR1: 282, FSR2: 1022, FSR3: 1023"
"[16:10:50] 25.26, Force(N): 40.869, ΔF(N): -3.032, FSR1: 282, FSR2: 1023, FSR3: 1023"
"[16:10:51] 25.37, Force(N): 37.837, ΔF(N): -3.032, FSR1: 291, FSR2: 1023, FSR3: 1023"
"[16:10:51] 25.48, Force(N): 31.772, ΔF(N): -6.064, FSR1: 310, FSR2: 1023, FSR3: 1023"
"[16:10:51] 25.60, Force(N): 27.729, ΔF(N): -4.043, FSR1: 321, FSR2: 1023, FSR3: 1023"
"[16:10:51] 25.71, Force(N): 25.708, ΔF(N): -2.021, FSR1: 333, FSR2: 1023, FSR3: 1023"
"[16:10:51] 25.82, Force(N): 24.697, ΔF(N): -1.011, FSR1: 337, FSR2: 1022, FSR3: 1023"
"[16:10:51] 25.93, Force(N): 23.687, ΔF(N): -1.011, FSR1: 345, FSR2: 1023, FSR3: 1023"
"[16:10:51] 26.15, Force(N): 22.676, ΔF(N): -1.011, FSR1: 363, FSR2: 1023, FSR3: 1023"
"[16:10:52] 26.36, Force(N): 20.654, ΔF(N): -2.021, FSR1: 441, FSR2: 1023, FSR3: 1023"
"[16:10:52] 27.08, Force(N): 19.644, ΔF(N): -1.011, FSR1: 940, FSR2: 1022, FSR3: 1023"
"[16:10:53] 27.30, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1019, FSR2: 1023, FSR3: 1023"
"[16:10:53] 27.41, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1018, FSR2: 1023, FSR3: 1023"
"[16:10:53] 27.63, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1018, FSR2: 1023, FSR3: 1023"
"[16:10:53] 27.84, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1018, FSR2: 1023, FSR3: 1023"
"[16:10:53] 28.26, Force(N): 20.654, ΔF(N): 1.011, FSR1: 893, FSR2: 1023, FSR3: 1022"
"[16:10:54] 28.37, Force(N): 19.644, ΔF(N): -1.011, FSR1: 892, FSR2: 1022, FSR3: 1023"
"[16:10:54] 28.48, Force(N): 20.654, ΔF(N): 1.011, FSR1: 897, FSR2: 1023, FSR3: 1023"
"[16:10:54] 28.69, Force(N): 21.665, ΔF(N): 1.011, FSR1: 835, FSR2: 1023, FSR3: 1023"
"[16:10:54] 29.01, Force(N): 23.687, ΔF(N): 2.021, FSR1: 478, FSR2: 1023, FSR3: 1023"
"[16:10:54] 29.22, Force(N): 24.697, ΔF(N): 1.011, FSR1: 407, FSR2: 1023, FSR3: 1023"
"[16:10:55] 29.43, Force(N): 26.719, ΔF(N): 2.021, FSR1: 342, FSR2: 1023, FSR3: 1023"
"[16:10:55] 29.55, Force(N): 27.729, ΔF(N): 1.011, FSR1: 329, FSR2: 1022, FSR3: 1023"
"[16:10:55] 29.76, Force(N): 28.740, ΔF(N): 1.011, FSR1: 317, FSR2: 1023, FSR3: 1023"
"[16:10:55] 29.87, Force(N): 30.762, ΔF(N): 2.021, FSR1: 307, FSR2: 1023, FSR3: 1023"
"[16:10:55] 29.98, Force(N): 31.772, ΔF(N): 1.011, FSR1: 302, FSR2: 1022, FSR3: 1023"
"[16:10:55] 30.10, Force(N): 32.783, ΔF(N): 1.011, FSR1: 295, FSR2: 1023, FSR3: 1023"
"[16:10:55] 30.21, Force(N): 33.794, ΔF(N): 1.011, FSR1: 293, FSR2: 1022, FSR3: 1023"
"[16:10:56] 30.42, Force(N): 34.805, ΔF(N): 1.011, FSR1: 290, FSR2: 1023, FSR3: 1023"
"[16:10:56] 30.53, Force(N): 35.815, ΔF(N): 1.011, FSR1: 288, FSR2: 1023, FSR3: 1023"
"[16:10:56] 30.75, Force(N): 36.826, ΔF(N): 1.011, FSR1: 284, FSR2: 1022, FSR3: 1023"
"[16:10:56] 30.86, Force(N): 37.837, ΔF(N): 1.011, FSR1: 283, FSR2: 1022, FSR3: 1023"
"[16:10:56] 31.07, Force(N): 38.848, ΔF(N): 1.011, FSR1: 282, FSR2: 1022, FSR3: 1023"
"[16:10:57] 31.38, Force(N): 39.858, ΔF(N): 1.011, FSR1: 281, FSR2: 1022, FSR3: 1023"
"[16:10:57] 31.50, Force(N): 40.869, ΔF(N): 1.011, FSR1: 281, FSR2: 1022, FSR3: 1023"
"[16:10:57] 31.81, Force(N): 39.858, ΔF(N): -1.011, FSR1: 281, FSR2: 1023, FSR3: 1023"
"[16:10:57] 31.92, Force(N): 41.880, ΔF(N): 2.021, FSR1: 281, FSR2: 1022, FSR3: 1023"
"[16:10:57] 32.04, Force(N): 42.891, ΔF(N): 1.011, FSR1: 279, FSR2: 1023, FSR3: 1023"
"[16:10:58] 32.76, Force(N): 41.880, ΔF(N): -1.011, FSR1: 279, FSR2: 1022, FSR3: 1023"
"[16:10:58] 32.87, Force(N): 40.869, ΔF(N): -1.011, FSR1: 280, FSR2: 1022, FSR3: 1023"
"[16:10:58] 32.98, Force(N): 41.880, ΔF(N): 1.011, FSR1: 279, FSR2: 1022, FSR3: 1023"
"[16:10:59] 33.60, Force(N): 42.891, ΔF(N): 1.011, FSR1: 278, FSR2: 1023, FSR3: 1023"
"[16:10:59] 33.71, Force(N): 41.880, ΔF(N): -1.011, FSR1: 278, FSR2: 1022, FSR3: 1022"
"[16:10:59] 33.82, Force(N): 39.858, ΔF(N): -2.021, FSR1: 283, FSR2: 1022, FSR3: 1023"
"[16:10:59] 33.94, Force(N): 33.794, ΔF(N): -6.064, FSR1: 301, FSR2: 1022, FSR3: 1023"
"[16:10:59] 34.05, Force(N): 31.772, ΔF(N): -2.021, FSR1: 307, FSR2: 1022, FSR3: 1023"
"[16:10:59] 34.16, Force(N): 28.740, ΔF(N): -3.032, FSR1: 309, FSR2: 1022, FSR3: 1023"
"[16:11:00] 34.28, Force(N): 27.729, ΔF(N): -1.011, FSR1: 312, FSR2: 1023, FSR3: 1023"
"[16:11:00] 34.39, Force(N): 25.708, ΔF(N): -2.021, FSR1: 321, FSR2: 1023, FSR3: 1023"
"[16:11:00] 34.50, Force(N): 23.687, ΔF(N): -2.021, FSR1: 332, FSR2: 1023, FSR3: 1023"
"[16:11:00] 34.72, Force(N): 22.676, ΔF(N): -1.011, FSR1: 401, FSR2: 1023, FSR3: 1023"
"[16:11:00] 35.03, Force(N): 20.654, ΔF(N): -2.021, FSR1: 464, FSR2: 1023, FSR3: 1023"
"[16:11:01] 36.05, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1017, FSR2: 1023, FSR3: 1023"
"[16:11:01] 36.17, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1017, FSR2: 1023, FSR3: 1023"
"[16:11:02] 36.28, Force(N): 21.665, ΔF(N): 1.011, FSR1: 1017, FSR2: 1023, FSR3: 1023"
"[16:11:02] 36.39, Force(N): 19.644, ΔF(N): -2.021, FSR1: 1017, FSR2: 1023, FSR3: 1023"
"[16:11:02] 36.51, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1017, FSR2: 1023, FSR3: 1023"
"[16:11:02] 36.72, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1017, FSR2: 1023, FSR3: 1023"
"[16:11:02] 36.84, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1017, FSR2: 1022, FSR3: 1023"
"[16:11:02] 36.95, Force(N): 21.665, ΔF(N): 1.011, FSR1: 952, FSR2: 1023, FSR3: 1023"
"[16:11:02] 37.06, Force(N): 20.654, ΔF(N): -1.011, FSR1: 945, FSR2: 1023, FSR3: 1023"
"[16:11:03] 37.38, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1016, FSR2: 1023, FSR3: 1023"
"[16:11:03] 37.49, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1017, FSR2: 1023, FSR3: 1023"
"[16:11:03] 37.60, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1018, FSR2: 1022, FSR3: 1023"
"[16:11:03] 37.72, Force(N): 20.654, ΔF(N): 1.011, FSR1: 945, FSR2: 1023, FSR3: 1023"
"[16:11:03] 37.93, Force(N): 21.665, ΔF(N): 1.011, FSR1: 894, FSR2: 1023, FSR3: 1023"
"[16:11:03] 38.04, Force(N): 22.676, ΔF(N): 1.011, FSR1: 836, FSR2: 1023, FSR3: 1022"
"[16:11:03] 38.15, Force(N): 21.665, ΔF(N): -1.011, FSR1: 689, FSR2: 1023, FSR3: 1022"
"[16:11:04] 38.27, Force(N): 22.676, ΔF(N): 1.011, FSR1: 504, FSR2: 1023, FSR3: 1023"
"[16:11:04] 38.38, Force(N): 24.697, ΔF(N): 2.021, FSR1: 448, FSR2: 1023, FSR3: 1023"
"[16:11:04] 38.59, Force(N): 25.708, ΔF(N): 1.011, FSR1: 363, FSR2: 1023, FSR3: 1023"
"[16:11:04] 38.70, Force(N): 26.719, ΔF(N): 1.011, FSR1: 341, FSR2: 1022, FSR3: 1023"
"[16:11:04] 38.92, Force(N): 28.740, ΔF(N): 2.021, FSR1: 317, FSR2: 1023, FSR3: 1023"
"[16:11:04] 39.03, Force(N): 27.729, ΔF(N): -1.011, FSR1: 313, FSR2: 1023, FSR3: 1023"
"[16:11:04] 39.14, Force(N): 29.751, ΔF(N): 2.021, FSR1: 311, FSR2: 1023, FSR3: 1023"
"[16:11:04] 39.25, Force(N): 30.762, ΔF(N): 1.011, FSR1: 304, FSR2: 1023, FSR3: 1023"
"[16:11:05] 39.36, Force(N): 31.772, ΔF(N): 1.011, FSR1: 300, FSR2: 1023, FSR3: 1022"
"[16:11:05] 39.48, Force(N): 32.783, ΔF(N): 1.011, FSR1: 299, FSR2: 1023, FSR3: 1023"
"[16:11:05] 39.59, Force(N): 33.794, ΔF(N): 1.011, FSR1: 294, FSR2: 1023, FSR3: 1023"
"[16:11:05] 39.70, Force(N): 34.805, ΔF(N): 1.011, FSR1: 293, FSR2: 1023, FSR3: 1023"
"[16:11:05] 39.81, Force(N): 35.815, ΔF(N): 1.011, FSR1: 290, FSR2: 1022, FSR3: 1023"
"[16:11:05] 40.03, Force(N): 36.826, ΔF(N): 1.011, FSR1: 288, FSR2: 1022, FSR3: 1023"
"[16:11:05] 40.24, Force(N): 37.837, ΔF(N): 1.011, FSR1: 283, FSR2: 1023, FSR3: 1023"
"[16:11:06] 40.45, Force(N): 38.848, ΔF(N): 1.011, FSR1: 280, FSR2: 1022, FSR3: 1023"
"[16:11:06] 40.56, Force(N): 39.858, ΔF(N): 1.011, FSR1: 278, FSR2: 1022, FSR3: 1023"
"[16:11:06] 40.78, Force(N): 41.880, ΔF(N): 2.021, FSR1: 276, FSR2: 1022, FSR3: 1023"
"[16:11:06] 41.09, Force(N): 42.891, ΔF(N): 1.011, FSR1: 276, FSR2: 1023, FSR3: 1023"
"[16:11:07] 41.30, Force(N): 41.880, ΔF(N): -1.011, FSR1: 274, FSR2: 1023, FSR3: 1023"
"[16:11:07] 41.42, Force(N): 42.891, ΔF(N): 1.011, FSR1: 274, FSR2: 1022, FSR3: 1023"
"[16:11:07] 41.53, Force(N): 41.880, ΔF(N): -1.011, FSR1: 274, FSR2: 1023, FSR3: 1022"
"[16:11:07] 41.64, Force(N): 42.891, ΔF(N): 1.011, FSR1: 275, FSR2: 1023, FSR3: 1023"
"[16:11:07] 41.75, Force(N): 41.880, ΔF(N): -1.011, FSR1: 276, FSR2: 1023, FSR3: 1023"
"[16:11:07] 41.87, Force(N): 40.869, ΔF(N): -1.011, FSR1: 278, FSR2: 1023, FSR3: 1022"
"[16:11:07] 42.08, Force(N): 41.880, ΔF(N): 1.011, FSR1: 275, FSR2: 1023, FSR3: 1023"
"[16:11:08] 42.29, Force(N): 37.837, ΔF(N): -4.043, FSR1: 283, FSR2: 1022, FSR3: 1023"
"[16:11:08] 42.40, Force(N): 32.783, ΔF(N): -5.054, FSR1: 303, FSR2: 1023, FSR3: 1023"
"[16:11:08] 42.52, Force(N): 28.740, ΔF(N): -4.043, FSR1: 311, FSR2: 1023, FSR3: 1022"
"[16:11:08] 42.63, Force(N): 25.708, ΔF(N): -3.032, FSR1: 323, FSR2: 1023, FSR3: 1023"
"[16:11:08] 42.74, Force(N): 26.719, ΔF(N): 1.011, FSR1: 326, FSR2: 1023, FSR3: 1023"
"[16:11:08] 42.86, Force(N): 24.697, ΔF(N): -2.021, FSR1: 348, FSR2: 1022, FSR3: 1023"
"[16:11:08] 42.97, Force(N): 22.676, ΔF(N): -2.021, FSR1: 399, FSR2: 1023, FSR3: 1023"
"[16:11:08] 43.18, Force(N): 21.665, ΔF(N): -1.011, FSR1: 561, FSR2: 1022, FSR3: 1023"
"[16:11:09] 43.60, Force(N): 20.654, ΔF(N): -1.011, FSR1: 1016, FSR2: 1023, FSR3: 1023"
"[16:11:09] 43.92, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1017, FSR2: 1023, FSR3: 1022"
"[16:11:09] 44.03, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1017, FSR2: 1023, FSR3: 1023"
"[16:11:09] 44.14, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1018, FSR2: 1023, FSR3: 1023"
"[16:11:10] 44.46, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1017, FSR2: 1023, FSR3: 1023"
"[16:11:10] 44.57, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1017, FSR2: 1023, FSR3: 1023"
"[16:11:10] 44.79, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1017, FSR2: 1023, FSR3: 1023"
"[16:11:10] 44.90, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1017, FSR2: 1023, FSR3: 1023"
"[16:11:10] 45.22, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1018, FSR2: 1023, FSR3: 1023"
"[16:11:11] 45.53, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1017, FSR2: 1022, FSR3: 1023"
"[16:11:11] 45.75, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1018, FSR2: 1023, FSR3: 1023"
"[16:11:11] 45.96, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1017, FSR2: 1023, FSR3: 1023"
"[16:11:12] 46.28, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1017, FSR2: 1023, FSR3: 1023"
