timestamped_line
"[16:01:24] Ready. Type 's' to start logging, 'e' to stop."
[16:01:24] Sensor Info:
[16:01:24] Sensor ID: 50
[16:01:24] Sensor Name: FORCE PLATE 850
[16:01:24] Units: N
[16:01:24] ▶️ START LOGGING
"[16:01:24] Time(s), Force(N), DeltaF(N), FSR1, FSR2, FSR3"
"[16:01:30] 9.41, Force(N): 20.654, ΔF(N): 2.021, FSR1: 1023, FSR2: 843, FSR3: 1023"
"[16:01:30] 9.52, Force(N): 21.665, ΔF(N): 1.011, FSR1: 1023, FSR2: 813, FSR3: 1023"
"[16:01:30] 9.63, Force(N): 22.676, ΔF(N): 1.011, FSR1: 1023, FSR2: 793, FSR3: 1023"
"[16:01:30] 9.85, Force(N): 23.687, ΔF(N): 1.011, FSR1: 1023, FSR2: 745, FSR3: 1023"
"[16:01:30] 9.96, Force(N): 24.697, ΔF(N): 1.011, FSR1: 1023, FSR2: 731, FSR3: 1023"
"[16:01:30] 10.07, Force(N): 25.708, ΔF(N): 1.011, FSR1: 1022, FSR2: 731, FSR3: 1023"
"[16:01:30] 10.18, Force(N): 24.697, ΔF(N): -1.011, FSR1: 1023, FSR2: 694, FSR3: 1023"
"[16:01:31] 10.29, Force(N): 27.729, ΔF(N): 3.032, FSR1: 1023, FSR2: 650, FSR3: 1023"
"[16:01:31] 10.61, Force(N): 29.751, ΔF(N): 2.021, FSR1: 1023, FSR2: 574, FSR3: 1023"
"[16:01:31] 10.72, Force(N): 30.762, ΔF(N): 1.011, FSR1: 1023, FSR2: 570, FSR3: 1023"
"[16:01:31] 10.93, Force(N): 31.772, ΔF(N): 1.011, FSR1: 1023, FSR2: 557, FSR3: 1023"
"[16:01:31] 11.04, Force(N): 30.762, ΔF(N): -1.011, FSR1: 1023, FSR2: 552, FSR3: 1023"
"[16:01:32] 11.26, Force(N): 31.772, ΔF(N): 1.011, FSR1: 1023, FSR2: 548, FSR3: 1023"
"[16:01:32] 11.37, Force(N): 32.783, ΔF(N): 1.011, FSR1: 1023, FSR2: 545, FSR3: 1023"
"[16:01:32] 11.58, Force(N): 33.794, ΔF(N): 1.011, FSR1: 1023, FSR2: 535, FSR3: 1023"
"[16:01:32] 11.69, Force(N): 32.783, ΔF(N): -1.011, FSR1: 1023, FSR2: 534, FSR3: 1023"
"[16:01:32] 11.81, Force(N): 33.794, ΔF(N): 1.011, FSR1: 1023, FSR2: 530, FSR3: 1023"
"[16:01:32] 11.92, Force(N): 34.805, ΔF(N): 1.011, FSR1: 1022, FSR2: 526, FSR3: 1023"
"[16:01:32] 12.03, Force(N): 33.794, ΔF(N): -1.011, FSR1: 1023, FSR2: 529, FSR3: 1023"
"[16:01:32] 12.14, Force(N): 34.805, ΔF(N): 1.011, FSR1: 1022, FSR2: 525, FSR3: 1023"
"[16:01:33] 12.26, Force(N): 35.815, ΔF(N): 1.011, FSR1: 1023, FSR2: 521, FSR3: 1023"
"[16:01:33] 12.37, Force(N): 33.794, ΔF(N): -2.021, FSR1: 1023, FSR2: 518, FSR3: 1023"
"[16:01:33] 12.48, Force(N): 35.815, ΔF(N): 2.021, FSR1: 1023, FSR2: 517, FSR3: 1023"
"[16:01:33] 12.59, Force(N): 36.826, ΔF(N): 1.011, FSR1: 1023, FSR2: 513, FSR3: 1023"
"[16:01:33] 12.70, Force(N): 35.815, ΔF(N): -1.011, FSR1: 1023, FSR2: 512, FSR3: 1023"
"[16:01:33] 12.82, Force(N): 36.826, ΔF(N): 1.011, FSR1: 1023, FSR2: 511, FSR3: 1023"
"[16:01:33] 13.03, Force(N): 37.837, ΔF(N): 1.011, FSR1: 1023, FSR2: 496, FSR3: 1023"
"[16:01:34] 13.24, Force(N): 38.848, ΔF(N): 1.011, FSR1: 1023, FSR2: 481, FSR3: 1023"
"[16:01:34] 13.56, Force(N): 37.837, ΔF(N): -1.011, FSR1: 1022, FSR2: 464, FSR3: 1023"
"[16:01:34] 13.67, Force(N): 38.848, ΔF(N): 1.011, FSR1: 1022, FSR2: 460, FSR3: 1023"
"[16:01:34] 13.88, Force(N): 39.858, ΔF(N): 1.011, FSR1: 1023, FSR2: 440, FSR3: 1023"
"[16:01:34] 14.00, Force(N): 40.869, ΔF(N): 1.011, FSR1: 1023, FSR2: 444, FSR3: 1023"
"[16:01:34] 14.11, Force(N): 39.858, ΔF(N): -1.011, FSR1: 1023, FSR2: 440, FSR3: 1023"
"[16:01:35] 14.42, Force(N): 40.869, ΔF(N): 1.011, FSR1: 1023, FSR2: 436, FSR3: 1023"
"[16:01:35] 14.64, Force(N): 38.848, ΔF(N): -2.021, FSR1: 1023, FSR2: 438, FSR3: 1023"
"[16:01:35] 14.75, Force(N): 36.826, ΔF(N): -2.021, FSR1: 1023, FSR2: 504, FSR3: 1023"
"[16:01:35] 14.86, Force(N): 29.751, ΔF(N): -7.075, FSR1: 1023, FSR2: 598, FSR3: 1023"
"[16:01:35] 14.97, Force(N): 24.697, ΔF(N): -5.054, FSR1: 1023, FSR2: 729, FSR3: 1023"
"[16:01:35] 15.09, Force(N): 22.676, ΔF(N): -2.021, FSR1: 1022, FSR2: 794, FSR3: 1023"
"[16:01:36] 15.30, Force(N): 19.644, ΔF(N): -3.032, FSR1: 1023, FSR2: 853, FSR3: 1023"
"[16:01:36] 15.52, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1023, FSR2: 878, FSR3: 1023"
"[16:01:36] 15.63, Force(N): 18.633, ΔF(N): -2.021, FSR1: 1022, FSR2: 872, FSR3: 1023"
"[16:01:36] 15.74, Force(N): 17.622, ΔF(N): -1.011, FSR1: 1023, FSR2: 873, FSR3: 1023"
"[16:01:36] 16.05, Force(N): 18.633, ΔF(N): 1.011, FSR1: 1022, FSR2: 916, FSR3: 1023"
"[16:01:36] 16.17, Force(N): 17.622, ΔF(N): -1.011, FSR1: 1023, FSR2: 947, FSR3: 1023"
"[16:01:37] 16.28, Force(N): 16.611, ΔF(N): -1.011, FSR1: 1023, FSR2: 958, FSR3: 1023"
"[16:01:37] 16.39, Force(N): 17.622, ΔF(N): 1.011, FSR1: 1022, FSR2: 950, FSR3: 1023"
"[16:01:37] 16.71, Force(N): 16.611, ΔF(N): -1.011, FSR1: 1022, FSR2: 874, FSR3: 1023"
"[16:01:37] 16.82, Force(N): 17.622, ΔF(N): 1.011, FSR1: 1023, FSR2: 870, FSR3: 1023"
"[16:01:38] 17.23, Force(N): 18.633, ΔF(N): 1.011, FSR1: 1023, FSR2: 869, FSR3: 1023"
"[16:01:38] 17.45, Force(N): 19.644, ΔF(N): 1.011, FSR1: 1023, FSR2: 869, FSR3: 1023"
"[16:01:39] 18.37, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1022, FSR2: 808, FSR3: 1023"
"[16:01:39] 18.58, Force(N): 21.665, ΔF(N): 1.011, FSR1: 1023, FSR2: 816, FSR3: 1023"
"[16:01:39] 18.69, Force(N): 22.676, ΔF(N): 1.011, FSR1: 1023, FSR2: 805, FSR3: 1023"
"[16:01:39] 18.81, Force(N): 24.697, ΔF(N): 2.021, FSR1: 1023, FSR2: 770, FSR3: 1023"
"[16:01:39] 18.92, Force(N): 23.687, ΔF(N): -1.011, FSR1: 1023, FSR2: 734, FSR3: 1022"
"[16:01:39] 19.03, Force(N): 25.708, ΔF(N): 2.021, FSR1: 1023, FSR2: 692, FSR3: 1023"
"[16:01:39] 19.14, Force(N): 28.740, ΔF(N): 3.032, FSR1: 1023, FSR2: 617, FSR3: 1023"
"[16:01:40] 19.26, Force(N): 30.762, ΔF(N): 2.021, FSR1: 1023, FSR2: 567, FSR3: 1023"
"[16:01:40] 19.57, Force(N): 33.794, ΔF(N): 3.032, FSR1: 1023, FSR2: 549, FSR3: 1023"
"[16:01:40] 19.68, Force(N): 32.783, ΔF(N): -1.011, FSR1: 1023, FSR2: 545, FSR3: 1023"
"[16:01:40] 19.79, Force(N): 33.794, ΔF(N): 1.011, FSR1: 1022, FSR2: 539, FSR3: 1023"
"[16:01:40] 19.91, Force(N): 32.783, ΔF(N): -1.011, FSR1: 1023, FSR2: 542, FSR3: 1023"
"[16:01:41] 20.42, Force(N): 33.794, ΔF(N): 1.011, FSR1: 1023, FSR2: 536, FSR3: 1023"
"[16:01:41] 20.64, Force(N): 34.805, ΔF(N): 1.011, FSR1: 1023, FSR2: 524, FSR3: 1023"
"[16:01:41] 20.85, Force(N): 35.815, ΔF(N): 1.011, FSR1: 1023, FSR2: 513, FSR3: 1023"
"[16:01:41] 21.06, Force(N): 36.826, ΔF(N): 1.011, FSR1: 1023, FSR2: 486, FSR3: 1023"
"[16:01:41] 21.17, Force(N): 37.837, ΔF(N): 1.011, FSR1: 1023, FSR2: 473, FSR3: 1023"
"[16:01:42] 21.39, Force(N): 36.826, ΔF(N): -1.011, FSR1: 1023, FSR2: 477, FSR3: 1023"
"[16:01:42] 21.60, Force(N): 37.837, ΔF(N): 1.011, FSR1: 1023, FSR2: 473, FSR3: 1023"
"[16:01:42] 21.81, Force(N): 38.848, ΔF(N): 1.011, FSR1: 1023, FSR2: 467, FSR3: 1023"
"[16:01:42] 22.13, Force(N): 36.826, ΔF(N): -2.021, FSR1: 1023, FSR2: 465, FSR3: 1023"
"[16:01:43] 22.24, Force(N): 37.837, ΔF(N): 1.011, FSR1: 1022, FSR2: 466, FSR3: 1023"
"[16:01:43] 22.46, Force(N): 38.848, ΔF(N): 1.011, FSR1: 1023, FSR2: 462, FSR3: 1023"
"[16:01:43] 22.57, Force(N): 37.837, ΔF(N): -1.011, FSR1: 1023, FSR2: 462, FSR3: 1023"
"[16:01:43] 22.68, Force(N): 38.848, ΔF(N): 1.011, FSR1: 1023, FSR2: 460, FSR3: 1023"
"[16:01:43] 22.99, Force(N): 39.858, ΔF(N): 1.011, FSR1: 1022, FSR2: 446, FSR3: 1023"
"[16:01:43] 23.11, Force(N): 38.848, ΔF(N): -1.011, FSR1: 1023, FSR2: 454, FSR3: 1023"
"[16:01:44] 23.52, Force(N): 40.869, ΔF(N): 2.021, FSR1: 1023, FSR2: 437, FSR3: 1023"
"[16:01:44] 23.63, Force(N): 38.848, ΔF(N): -2.021, FSR1: 1023, FSR2: 442, FSR3: 1023"
"[16:01:44] 23.75, Force(N): 39.858, ΔF(N): 1.011, FSR1: 1022, FSR2: 441, FSR3: 1023"
"[16:01:44] 23.86, Force(N): 40.869, ΔF(N): 1.011, FSR1: 1023, FSR2: 443, FSR3: 1023"
"[16:01:44] 23.97, Force(N): 39.858, ΔF(N): -1.011, FSR1: 1023, FSR2: 438, FSR3: 1023"
"[16:01:44] 24.08, Force(N): 40.869, ΔF(N): 1.011, FSR1: 1023, FSR2: 439, FSR3: 1023"
"[16:01:45] 24.40, Force(N): 41.880, ΔF(N): 1.011, FSR1: 1023, FSR2: 419, FSR3: 1023"
"[16:01:45] 24.61, Force(N): 42.891, ΔF(N): 1.011, FSR1: 1023, FSR2: 401, FSR3: 1023"
"[16:01:45] 24.72, Force(N): 36.826, ΔF(N): -6.064, FSR1: 1023, FSR2: 503, FSR3: 1023"
"[16:01:45] 24.84, Force(N): 26.719, ΔF(N): -10.107, FSR1: 1023, FSR2: 695, FSR3: 1023"
"[16:01:45] 24.95, Force(N): 21.665, ΔF(N): -5.054, FSR1: 1023, FSR2: 825, FSR3: 1023"
"[16:01:45] 25.06, Force(N): 18.633, ΔF(N): -3.032, FSR1: 1023, FSR2: 851, FSR3: 1023"
"[16:01:45] 25.18, Force(N): 17.622, ΔF(N): -1.011, FSR1: 1023, FSR2: 862, FSR3: 1023"
"[16:01:46] 25.29, Force(N): 18.633, ΔF(N): 1.011, FSR1: 1023, FSR2: 883, FSR3: 1022"
"[16:01:46] 25.40, Force(N): 17.622, ΔF(N): -1.011, FSR1: 1023, FSR2: 888, FSR3: 1022"
"[16:01:46] 25.72, Force(N): 16.611, ΔF(N): -1.011, FSR1: 1022, FSR2: 933, FSR3: 1023"
"[16:01:46] 25.93, Force(N): 17.622, ΔF(N): 1.011, FSR1: 1023, FSR2: 968, FSR3: 1023"
"[16:01:46] 26.04, Force(N): 16.611, ΔF(N): -1.011, FSR1: 1023, FSR2: 867, FSR3: 1023"
"[16:01:47] 26.46, Force(N): 17.622, ΔF(N): 1.011, FSR1: 1023, FSR2: 924, FSR3: 1023"
"[16:01:47] 26.67, Force(N): 16.611, ΔF(N): -1.011, FSR1: 1023, FSR2: 946, FSR3: 1023"
"[16:01:47] 26.78, Force(N): 17.622, ΔF(N): 1.011, FSR1: 1022, FSR2: 888, FSR3: 1023"
"[16:01:47] 27.00, Force(N): 18.633, ΔF(N): 1.011, FSR1: 1023, FSR2: 865, FSR3: 1023"
"[16:01:47] 27.11, Force(N): 17.622, ΔF(N): -1.011, FSR1: 1023, FSR2: 869, FSR3: 1023"
"[16:01:48] 27.22, Force(N): 16.611, ΔF(N): -1.011, FSR1: 1023, FSR2: 863, FSR3: 1023"
"[16:01:48] 27.33, Force(N): 17.622, ΔF(N): 1.011, FSR1: 1023, FSR2: 870, FSR3: 1023"
"[16:01:48] 27.45, Force(N): 18.633, ΔF(N): 1.011, FSR1: 1023, FSR2: 872, FSR3: 1023"
"[16:01:48] 27.66, Force(N): 17.622, ΔF(N): -1.011, FSR1: 1023, FSR2: 876, FSR3: 1022"
"[16:01:48] 27.77, Force(N): 18.633, ΔF(N): 1.011, FSR1: 1023, FSR2: 870, FSR3: 1023"
"[16:01:48] 27.88, Force(N): 19.644, ΔF(N): 1.011, FSR1: 1023, FSR2: 865, FSR3: 1023"
"[16:01:48] 28.00, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1023, FSR2: 875, FSR3: 1023"
"[16:01:48] 28.21, Force(N): 21.665, ΔF(N): 1.011, FSR1: 1023, FSR2: 784, FSR3: 1023"
"[16:01:49] 28.32, Force(N): 23.687, ΔF(N): 2.021, FSR1: 1023, FSR2: 750, FSR3: 1023"
"[16:01:49] 28.43, Force(N): 26.719, ΔF(N): 3.032, FSR1: 1023, FSR2: 726, FSR3: 1023"
"[16:01:49] 28.55, Force(N): 27.729, ΔF(N): 1.011, FSR1: 1022, FSR2: 677, FSR3: 1023"
"[16:01:49] 28.66, Force(N): 29.751, ΔF(N): 2.021, FSR1: 1023, FSR2: 644, FSR3: 1023"
"[16:01:49] 28.77, Force(N): 31.772, ΔF(N): 2.021, FSR1: 1022, FSR2: 579, FSR3: 1023"
"[16:01:49] 28.98, Force(N): 32.783, ΔF(N): 1.011, FSR1: 1023, FSR2: 550, FSR3: 1022"
"[16:01:49] 29.19, Force(N): 33.794, ΔF(N): 1.011, FSR1: 1023, FSR2: 525, FSR3: 1023"
"[16:01:50] 29.31, Force(N): 35.815, ΔF(N): 2.021, FSR1: 1023, FSR2: 514, FSR3: 1023"
"[16:01:50] 29.52, Force(N): 34.805, ΔF(N): -1.011, FSR1: 1023, FSR2: 513, FSR3: 1023"
"[16:01:50] 29.73, Force(N): 35.815, ΔF(N): 1.011, FSR1: 1023, FSR2: 504, FSR3: 1023"
"[16:01:50] 29.85, Force(N): 36.826, ΔF(N): 1.011, FSR1: 1023, FSR2: 501, FSR3: 1023"
"[16:01:50] 30.06, Force(N): 37.837, ΔF(N): 1.011, FSR1: 1023, FSR2: 486, FSR3: 1023"
"[16:01:51] 30.47, Force(N): 38.848, ΔF(N): 1.011, FSR1: 1023, FSR2: 477, FSR3: 1023"
"[16:01:51] 30.59, Force(N): 37.837, ΔF(N): -1.011, FSR1: 1023, FSR2: 480, FSR3: 1023"
"[16:01:51] 30.70, Force(N): 39.858, ΔF(N): 2.021, FSR1: 1023, FSR2: 466, FSR3: 1023"
"[16:01:51] 31.01, Force(N): 40.869, ΔF(N): 1.011, FSR1: 1023, FSR2: 451, FSR3: 1023"
"[16:01:51] 31.12, Force(N): 39.858, ΔF(N): -1.011, FSR1: 1023, FSR2: 443, FSR3: 1023"
"[16:01:52] 31.64, Force(N): 36.826, ΔF(N): -3.032, FSR1: 1023, FSR2: 468, FSR3: 1023"
"[16:01:52] 31.76, Force(N): 38.848, ΔF(N): 2.021, FSR1: 1023, FSR2: 459, FSR3: 1023"
"[16:01:52] 31.97, Force(N): 39.858, ΔF(N): 1.011, FSR1: 1023, FSR2: 440, FSR3: 1023"
"[16:01:52] 32.18, Force(N): 40.869, ΔF(N): 1.011, FSR1: 1023, FSR2: 438, FSR3: 1023"
"[16:01:53] 32.50, Force(N): 39.858, ΔF(N): -1.011, FSR1: 1023, FSR2: 436, FSR3: 1023"
"[16:01:53] 32.81, Force(N): 40.869, ΔF(N): 1.011, FSR1: 1023, FSR2: 430, FSR3: 1023"
"[16:01:53] 32.92, Force(N): 37.837, ΔF(N): -3.032, FSR1: 1023, FSR2: 474, FSR3: 1023"
"[16:01:53] 33.04, Force(N): 27.729, ΔF(N): -10.107, FSR1: 1023, FSR2: 661, FSR3: 1023"
"[16:01:53] 33.15, Force(N): 23.687, ΔF(N): -4.043, FSR1: 1023, FSR2: 740, FSR3: 1023"
"[16:01:54] 33.26, Force(N): 22.676, ΔF(N): -1.011, FSR1: 1023, FSR2: 759, FSR3: 1023"
"[16:01:54] 33.38, Force(N): 19.644, ΔF(N): -3.032, FSR1: 1023, FSR2: 820, FSR3: 1023"
"[16:01:54] 33.69, Force(N): 18.633, ΔF(N): -1.011, FSR1: 1023, FSR2: 884, FSR3: 1023"
"[16:01:54] 34.11, Force(N): 17.622, ΔF(N): -1.011, FSR1: 1023, FSR2: 869, FSR3: 1023"
"[16:01:55] 34.22, Force(N): 16.611, ΔF(N): -1.011, FSR1: 1023, FSR2: 862, FSR3: 1023"
"[16:01:55] 34.33, Force(N): 17.622, ΔF(N): 1.011, FSR1: 1022, FSR2: 871, FSR3: 1023"
"[16:01:55] 34.65, Force(N): 18.633, ΔF(N): 1.011, FSR1: 1022, FSR2: 870, FSR3: 1023"
"[16:01:55] 34.76, Force(N): 17.622, ΔF(N): -1.011, FSR1: 1023, FSR2: 868, FSR3: 1023"
"[16:01:56] 35.58, Force(N): 16.611, ΔF(N): -1.011, FSR1: 1023, FSR2: 863, FSR3: 1023"
"[16:01:56] 35.69, Force(N): 17.622, ΔF(N): 1.011, FSR1: 1023, FSR2: 862, FSR3: 1023"
"[16:01:57] 36.41, Force(N): 16.611, ΔF(N): -1.011, FSR1: 1023, FSR2: 863, FSR3: 1023"
"[16:01:57] 36.53, Force(N): 17.622, ΔF(N): 1.011, FSR1: 1022, FSR2: 865, FSR3: 1023"
"[16:01:57] 36.84, Force(N): 18.633, ΔF(N): 1.011, FSR1: 1023, FSR2: 869, FSR3: 1023"
"[16:01:57] 37.05, Force(N): 19.644, ΔF(N): 1.011, FSR1: 1023, FSR2: 903, FSR3: 1023"
"[16:01:57] 37.17, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1023, FSR2: 880, FSR3: 1023"
"[16:01:58] 37.48, Force(N): 22.676, ΔF(N): 2.021, FSR1: 1022, FSR2: 776, FSR3: 1023"
"[16:01:58] 37.59, Force(N): 24.697, ΔF(N): 2.021, FSR1: 1023, FSR2: 743, FSR3: 1023"
"[16:01:58] 37.70, Force(N): 26.719, ΔF(N): 2.021, FSR1: 1023, FSR2: 686, FSR3: 1023"
"[16:01:58] 37.81, Force(N): 28.740, ΔF(N): 2.021, FSR1: 1023, FSR2: 579, FSR3: 1023"
"[16:01:58] 37.93, Force(N): 31.772, ΔF(N): 3.032, FSR1: 1023, FSR2: 554, FSR3: 1023"
"[16:01:58] 38.04, Force(N): 32.783, ΔF(N): 1.011, FSR1: 1023, FSR2: 532, FSR3: 1023"
"[16:01:58] 38.15, Force(N): 33.794, ΔF(N): 1.011, FSR1: 1023, FSR2: 512, FSR3: 1023"
"[16:01:59] 38.26, Force(N): 35.815, ΔF(N): 2.021, FSR1: 1023, FSR2: 500, FSR3: 1023"
"[16:01:59] 38.47, Force(N): 36.826, ΔF(N): 1.011, FSR1: 1023, FSR2: 476, FSR3: 1023"
"[16:01:59] 38.59, Force(N): 37.837, ΔF(N): 1.011, FSR1: 1023, FSR2: 464, FSR3: 1023"
"[16:01:59] 38.80, Force(N): 38.848, ΔF(N): 1.011, FSR1: 1023, FSR2: 459, FSR3: 1023"
"[16:01:59] 38.91, Force(N): 37.837, ΔF(N): -1.011, FSR1: 1023, FSR2: 465, FSR3: 1023"
"[16:01:59] 39.03, Force(N): 38.848, ΔF(N): 1.011, FSR1: 1023, FSR2: 459, FSR3: 1023"
"[16:01:59] 39.14, Force(N): 37.837, ΔF(N): -1.011, FSR1: 1023, FSR2: 456, FSR3: 1023"
"[16:02:00] 39.25, Force(N): 38.848, ΔF(N): 1.011, FSR1: 1023, FSR2: 449, FSR3: 1023"
"[16:02:00] 39.36, Force(N): 39.858, ΔF(N): 1.011, FSR1: 1023, FSR2: 439, FSR3: 1023"
"[16:02:00] 39.58, Force(N): 40.869, ΔF(N): 1.011, FSR1: 1022, FSR2: 420, FSR3: 1023"
"[16:02:00] 39.99, Force(N): 39.858, ΔF(N): -1.011, FSR1: 1023, FSR2: 418, FSR3: 1023"
"[16:02:00] 40.10, Force(N): 40.869, ΔF(N): 1.011, FSR1: 1023, FSR2: 418, FSR3: 1023"
"[16:02:01] 40.22, Force(N): 39.858, ΔF(N): -1.011, FSR1: 1023, FSR2: 434, FSR3: 1023"
"[16:02:01] 40.33, Force(N): 34.805, ΔF(N): -5.054, FSR1: 1023, FSR2: 474, FSR3: 1023"
"[16:02:01] 40.44, Force(N): 31.772, ΔF(N): -3.032, FSR1: 1022, FSR2: 515, FSR3: 1023"
"[16:02:01] 40.55, Force(N): 28.740, ΔF(N): -3.032, FSR1: 1022, FSR2: 628, FSR3: 1023"
"[16:02:01] 40.67, Force(N): 23.687, ΔF(N): -5.054, FSR1: 1022, FSR2: 726, FSR3: 1022"
"[16:02:01] 40.88, Force(N): 20.654, ΔF(N): -3.032, FSR1: 1023, FSR2: 838, FSR3: 1023"
"[16:02:01] 41.20, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1022, FSR2: 862, FSR3: 1023"
"[16:02:02] 41.31, Force(N): 18.633, ΔF(N): -1.011, FSR1: 1023, FSR2: 866, FSR3: 1023"
"[16:02:02] 41.52, Force(N): 17.622, ΔF(N): -1.011, FSR1: 1023, FSR2: 867, FSR3: 1023"
"[16:02:02] 41.84, Force(N): 16.611, ΔF(N): -1.011, FSR1: 1023, FSR2: 861, FSR3: 1023"
"[16:02:02] 41.95, Force(N): 18.633, ΔF(N): 2.021, FSR1: 1022, FSR2: 858, FSR3: 1023"
"[16:02:02] 42.06, Force(N): 17.622, ΔF(N): -1.011, FSR1: 1023, FSR2: 875, FSR3: 1023"
"[16:02:03] 42.28, Force(N): 18.633, ΔF(N): 1.011, FSR1: 1023, FSR2: 861, FSR3: 1023"
"[16:02:03] 42.39, Force(N): 17.622, ΔF(N): -1.011, FSR1: 1023, FSR2: 861, FSR3: 1023"
"[16:02:03] 42.70, Force(N): 16.611, ΔF(N): -1.011, FSR1: 1022, FSR2: 874, FSR3: 1023"
"[16:02:03] 42.82, Force(N): 17.622, ΔF(N): 1.011, FSR1: 1023, FSR2: 886, FSR3: 1023"
"[16:02:03] 42.93, Force(N): 16.611, ΔF(N): -1.011, FSR1: 1023, FSR2: 867, FSR3: 1023"
"[16:02:03] 43.04, Force(N): 17.622, ΔF(N): 1.011, FSR1: 1023, FSR2: 865, FSR3: 1023"
"[16:02:03] 43.15, Force(N): 16.611, ΔF(N): -1.011, FSR1: 1023, FSR2: 870, FSR3: 1023"
"[16:02:04] 43.27, Force(N): 18.633, ΔF(N): 2.021, FSR1: 1023, FSR2: 863, FSR3: 1023"
"[16:02:04] 43.48, Force(N): 17.622, ΔF(N): -1.011, FSR1: 1023, FSR2: 856, FSR3: 1023"
"[16:02:04] 43.90, Force(N): 18.633, ΔF(N): 1.011, FSR1: 1023, FSR2: 864, FSR3: 1023"
"[16:02:04] 44.01, Force(N): 17.622, ΔF(N): -1.011, FSR1: 1022, FSR2: 867, FSR3: 1023"
"[16:02:04] 44.12, Force(N): 18.633, ΔF(N): 1.011, FSR1: 1023, FSR2: 867, FSR3: 1023"
"[16:02:05] 44.54, Force(N): 17.622, ΔF(N): -1.011, FSR1: 1023, FSR2: 868, FSR3: 1023"
"[16:02:05] 44.65, Force(N): 19.644, ΔF(N): 2.021, FSR1: 1023, FSR2: 868, FSR3: 1023"
"[16:02:05] 44.96, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1022, FSR2: 810, FSR3: 1023"
"[16:02:05] 45.08, Force(N): 21.665, ΔF(N): 1.011, FSR1: 1023, FSR2: 787, FSR3: 1023"
"[16:02:05] 45.19, Force(N): 22.676, ΔF(N): 1.011, FSR1: 1023, FSR2: 759, FSR3: 1023"
