timestamped_line
"[15:27:54] Ready. Type 's' to start logging, 'e' to stop."
[15:27:54] Sensor Info:
[15:27:54] Sensor ID: 50
[15:27:54] Sensor Name: FORCE PLATE 850
[15:27:54] Units: N
[15:27:54] ▶️ START LOGGING
"[15:27:54] Time(s), Force(N), DeltaF(N), FSR1, FSR2, FSR3"
"[15:27:59] 9.14, Force(N): 25.708, ΔF(N): 1.011, FSR1: 472, FSR2: 1022, FSR3: 1023"
"[15:27:59] 9.25, Force(N): 24.697, ΔF(N): -1.011, FSR1: 469, FSR2: 1023, FSR3: 1023"
"[15:27:59] 9.36, Force(N): 25.708, ΔF(N): 1.011, FSR1: 464, FSR2: 1023, FSR3: 1023"
"[15:27:59] 9.47, Force(N): 26.719, ΔF(N): 1.011, FSR1: 460, FSR2: 1023, FSR3: 1023"
"[15:27:59] 9.68, Force(N): 25.708, ΔF(N): -1.011, FSR1: 451, FSR2: 1023, FSR3: 1023"
"[15:28:00] 9.79, Force(N): 26.719, ΔF(N): 1.011, FSR1: 449, FSR2: 1023, FSR3: 1023"
"[15:28:00] 10.00, Force(N): 28.740, ΔF(N): 2.021, FSR1: 441, FSR2: 1022, FSR3: 1023"
"[15:28:00] 10.12, Force(N): 27.729, ΔF(N): -1.011, FSR1: 439, FSR2: 1023, FSR3: 1023"
"[15:28:00] 10.53, Force(N): 28.740, ΔF(N): 1.011, FSR1: 436, FSR2: 1023, FSR3: 1023"
"[15:28:00] 10.64, Force(N): 30.762, ΔF(N): 2.021, FSR1: 434, FSR2: 1023, FSR3: 1023"
"[15:28:01] 11.06, Force(N): 32.783, ΔF(N): 2.021, FSR1: 437, FSR2: 1023, FSR3: 1023"
"[15:28:01] 11.27, Force(N): 31.772, ΔF(N): -1.011, FSR1: 436, FSR2: 1023, FSR3: 1023"
"[15:28:02] 11.79, Force(N): 32.783, ΔF(N): 1.011, FSR1: 436, FSR2: 1022, FSR3: 1023"
"[15:28:02] 11.90, Force(N): 31.772, ΔF(N): -1.011, FSR1: 436, FSR2: 1023, FSR3: 1023"
"[15:28:02] 12.02, Force(N): 32.783, ΔF(N): 1.011, FSR1: 435, FSR2: 1022, FSR3: 1023"
"[15:28:02] 12.53, Force(N): 34.805, ΔF(N): 2.021, FSR1: 435, FSR2: 1023, FSR3: 1023"
"[15:28:02] 12.64, Force(N): 33.794, ΔF(N): -1.011, FSR1: 435, FSR2: 1022, FSR3: 1022"
"[15:28:03] 13.16, Force(N): 32.783, ΔF(N): -1.011, FSR1: 434, FSR2: 1022, FSR3: 1021"
"[15:28:03] 13.27, Force(N): 33.794, ΔF(N): 1.011, FSR1: 434, FSR2: 1022, FSR3: 1022"
"[15:28:03] 13.49, Force(N): 34.805, ΔF(N): 1.011, FSR1: 433, FSR2: 1022, FSR3: 1022"
"[15:28:04] 13.80, Force(N): 35.815, ΔF(N): 1.011, FSR1: 421, FSR2: 1022, FSR3: 1022"
"[15:28:04] 13.91, Force(N): 34.805, ΔF(N): -1.011, FSR1: 421, FSR2: 1022, FSR3: 1022"
"[15:28:04] 14.03, Force(N): 35.815, ΔF(N): 1.011, FSR1: 419, FSR2: 1022, FSR3: 1022"
"[15:28:04] 14.14, Force(N): 34.805, ΔF(N): -1.011, FSR1: 417, FSR2: 1022, FSR3: 1022"
"[15:28:04] 14.25, Force(N): 36.826, ΔF(N): 2.021, FSR1: 416, FSR2: 1022, FSR3: 1022"
"[15:28:04] 14.36, Force(N): 35.815, ΔF(N): -1.011, FSR1: 414, FSR2: 1022, FSR3: 1022"
"[15:28:04] 14.48, Force(N): 36.826, ΔF(N): 1.011, FSR1: 412, FSR2: 1022, FSR3: 1022"
"[15:28:05] 14.79, Force(N): 35.815, ΔF(N): -1.011, FSR1: 412, FSR2: 1022, FSR3: 1022"
"[15:28:05] 14.90, Force(N): 36.826, ΔF(N): 1.011, FSR1: 411, FSR2: 1022, FSR3: 1022"
"[15:28:05] 15.01, Force(N): 35.815, ΔF(N): -1.011, FSR1: 409, FSR2: 1022, FSR3: 1022"
"[15:28:05] 15.13, Force(N): 36.826, ΔF(N): 1.011, FSR1: 408, FSR2: 1022, FSR3: 1022"
"[15:28:05] 15.24, Force(N): 35.815, ΔF(N): -1.011, FSR1: 408, FSR2: 1022, FSR3: 1022"
"[15:28:05] 15.35, Force(N): 37.837, ΔF(N): 2.021, FSR1: 407, FSR2: 1023, FSR3: 1022"
"[15:28:05] 15.46, Force(N): 36.826, ΔF(N): -1.011, FSR1: 408, FSR2: 1021, FSR3: 1022"
"[15:28:06] 15.78, Force(N): 38.848, ΔF(N): 2.021, FSR1: 402, FSR2: 1021, FSR3: 1022"
"[15:28:06] 15.89, Force(N): 37.837, ΔF(N): -1.011, FSR1: 401, FSR2: 1022, FSR3: 1022"
"[15:28:06] 16.00, Force(N): 39.858, ΔF(N): 2.021, FSR1: 400, FSR2: 1022, FSR3: 1022"
"[15:28:06] 16.12, Force(N): 38.848, ΔF(N): -1.011, FSR1: 397, FSR2: 1022, FSR3: 1023"
"[15:28:06] 16.33, Force(N): 39.858, ΔF(N): 1.011, FSR1: 394, FSR2: 1022, FSR3: 1022"
"[15:28:06] 16.44, Force(N): 40.869, ΔF(N): 1.011, FSR1: 390, FSR2: 1022, FSR3: 1022"
"[15:28:06] 16.65, Force(N): 39.858, ΔF(N): -1.011, FSR1: 388, FSR2: 1022, FSR3: 1022"
"[15:28:07] 16.77, Force(N): 41.880, ΔF(N): 2.021, FSR1: 384, FSR2: 1022, FSR3: 1022"
"[15:28:07] 16.88, Force(N): 40.869, ΔF(N): -1.011, FSR1: 382, FSR2: 1022, FSR3: 1022"
"[15:28:07] 16.99, Force(N): 41.880, ΔF(N): 1.011, FSR1: 381, FSR2: 1022, FSR3: 1022"
"[15:28:07] 17.10, Force(N): 40.869, ΔF(N): -1.011, FSR1: 382, FSR2: 1022, FSR3: 1022"
"[15:28:07] 17.42, Force(N): 42.891, ΔF(N): 2.021, FSR1: 381, FSR2: 1022, FSR3: 1022"
"[15:28:07] 17.53, Force(N): 39.858, ΔF(N): -3.032, FSR1: 395, FSR2: 1022, FSR3: 1023"
"[15:28:07] 17.64, Force(N): 36.826, ΔF(N): -3.032, FSR1: 410, FSR2: 1022, FSR3: 1022"
"[15:28:08] 17.76, Force(N): 34.805, ΔF(N): -2.021, FSR1: 426, FSR2: 1023, FSR3: 1023"
"[15:28:08] 17.87, Force(N): 33.794, ΔF(N): -1.011, FSR1: 420, FSR2: 1022, FSR3: 1023"
"[15:28:08] 17.98, Force(N): 31.772, ΔF(N): -2.021, FSR1: 418, FSR2: 1023, FSR3: 1023"
"[15:28:08] 18.10, Force(N): 32.783, ΔF(N): 1.011, FSR1: 420, FSR2: 1023, FSR3: 1023"
"[15:28:08] 18.21, Force(N): 30.762, ΔF(N): -2.021, FSR1: 418, FSR2: 1023, FSR3: 1023"
"[15:28:08] 18.32, Force(N): 28.740, ΔF(N): -2.021, FSR1: 417, FSR2: 1023, FSR3: 1023"
"[15:28:08] 18.53, Force(N): 27.729, ΔF(N): -1.011, FSR1: 422, FSR2: 1022, FSR3: 1023"
"[15:28:08] 18.65, Force(N): 26.719, ΔF(N): -1.011, FSR1: 423, FSR2: 1023, FSR3: 1023"
"[15:28:09] 18.96, Force(N): 24.697, ΔF(N): -2.021, FSR1: 432, FSR2: 1023, FSR3: 1022"
"[15:28:09] 19.18, Force(N): 22.676, ΔF(N): -2.021, FSR1: 448, FSR2: 1023, FSR3: 1023"
"[15:28:09] 19.29, Force(N): 23.687, ΔF(N): 1.011, FSR1: 451, FSR2: 1023, FSR3: 1023"
"[15:28:09] 19.40, Force(N): 22.676, ΔF(N): -1.011, FSR1: 453, FSR2: 1023, FSR3: 1023"
"[15:28:09] 19.51, Force(N): 21.665, ΔF(N): -1.011, FSR1: 453, FSR2: 1022, FSR3: 1023"
"[15:28:09] 19.63, Force(N): 22.676, ΔF(N): 1.011, FSR1: 453, FSR2: 1022, FSR3: 1023"
"[15:28:10] 19.74, Force(N): 21.665, ΔF(N): -1.011, FSR1: 456, FSR2: 1023, FSR3: 1023"
"[15:28:10] 19.85, Force(N): 20.654, ΔF(N): -1.011, FSR1: 461, FSR2: 1023, FSR3: 1023"
"[15:28:10] 19.96, Force(N): 21.665, ΔF(N): 1.011, FSR1: 468, FSR2: 1023, FSR3: 1023"
"[15:28:10] 20.38, Force(N): 20.654, ΔF(N): -1.011, FSR1: 470, FSR2: 1023, FSR3: 1023"
"[15:28:10] 20.59, Force(N): 19.644, ΔF(N): -1.011, FSR1: 501, FSR2: 1023, FSR3: 1023"
"[15:28:11] 20.71, Force(N): 20.654, ΔF(N): 1.011, FSR1: 534, FSR2: 1023, FSR3: 1023"
"[15:28:11] 21.22, Force(N): 18.633, ΔF(N): -2.021, FSR1: 940, FSR2: 1023, FSR3: 1023"
"[15:28:11] 21.44, Force(N): 19.644, ΔF(N): 1.011, FSR1: 941, FSR2: 1023, FSR3: 1023"
"[15:28:11] 21.65, Force(N): 18.633, ΔF(N): -1.011, FSR1: 976, FSR2: 1023, FSR3: 1023"
"[15:28:12] 21.97, Force(N): 19.644, ΔF(N): 1.011, FSR1: 1001, FSR2: 1023, FSR3: 1023"
"[15:28:12] 22.18, Force(N): 18.633, ΔF(N): -1.011, FSR1: 1023, FSR2: 1022, FSR3: 1022"
"[15:28:12] 22.50, Force(N): 19.644, ΔF(N): 1.011, FSR1: 1022, FSR2: 1022, FSR3: 1023"
"[15:28:12] 22.61, Force(N): 18.633, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[15:28:13] 23.03, Force(N): 17.622, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 1023"
"[15:28:13] 23.14, Force(N): 18.633, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 1023"
"[15:28:13] 23.66, Force(N): 19.644, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 1023"
"[15:28:14] 23.77, Force(N): 18.633, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 1023"
"[15:28:14] 23.89, Force(N): 19.644, ΔF(N): 1.011, FSR1: 992, FSR2: 1023, FSR3: 1022"
"[15:28:14] 24.20, Force(N): 20.654, ΔF(N): 1.011, FSR1: 868, FSR2: 1022, FSR3: 1023"
"[15:28:14] 24.51, Force(N): 21.665, ΔF(N): 1.011, FSR1: 843, FSR2: 1023, FSR3: 1022"
"[15:28:15] 24.93, Force(N): 23.687, ΔF(N): 2.021, FSR1: 470, FSR2: 1023, FSR3: 1023"
"[15:28:15] 25.14, Force(N): 25.708, ΔF(N): 2.021, FSR1: 433, FSR2: 1023, FSR3: 1023"
"[15:28:15] 25.36, Force(N): 26.719, ΔF(N): 1.011, FSR1: 422, FSR2: 1023, FSR3: 1023"
"[15:28:15] 25.47, Force(N): 28.740, ΔF(N): 2.021, FSR1: 420, FSR2: 1023, FSR3: 1023"
"[15:28:15] 25.58, Force(N): 29.751, ΔF(N): 1.011, FSR1: 421, FSR2: 1022, FSR3: 1023"
"[15:28:16] 25.89, Force(N): 31.772, ΔF(N): 2.021, FSR1: 421, FSR2: 1023, FSR3: 1023"
"[15:28:16] 26.01, Force(N): 32.783, ΔF(N): 1.011, FSR1: 420, FSR2: 1022, FSR3: 1023"
"[15:28:16] 26.12, Force(N): 34.805, ΔF(N): 2.021, FSR1: 417, FSR2: 1023, FSR3: 1023"
"[15:28:16] 26.33, Force(N): 36.826, ΔF(N): 2.021, FSR1: 404, FSR2: 1023, FSR3: 1023"
"[15:28:16] 26.65, Force(N): 38.848, ΔF(N): 2.021, FSR1: 391, FSR2: 1023, FSR3: 1023"
"[15:28:17] 26.76, Force(N): 39.858, ΔF(N): 1.011, FSR1: 388, FSR2: 1023, FSR3: 1022"
"[15:28:17] 26.87, Force(N): 40.869, ΔF(N): 1.011, FSR1: 382, FSR2: 1023, FSR3: 1023"
"[15:28:17] 26.98, Force(N): 41.880, ΔF(N): 1.011, FSR1: 376, FSR2: 1023, FSR3: 1023"
"[15:28:17] 27.60, Force(N): 42.891, ΔF(N): 1.011, FSR1: 369, FSR2: 1023, FSR3: 1023"
"[15:28:18] 27.81, Force(N): 43.901, ΔF(N): 1.011, FSR1: 367, FSR2: 1022, FSR3: 1022"
"[15:28:18] 27.92, Force(N): 42.891, ΔF(N): -1.011, FSR1: 367, FSR2: 1022, FSR3: 1023"
"[15:28:18] 28.04, Force(N): 43.901, ΔF(N): 1.011, FSR1: 367, FSR2: 1022, FSR3: 1023"
"[15:28:18] 28.15, Force(N): 44.912, ΔF(N): 1.011, FSR1: 366, FSR2: 1023, FSR3: 1022"
"[15:28:18] 28.26, Force(N): 43.901, ΔF(N): -1.011, FSR1: 366, FSR2: 1023, FSR3: 1023"
"[15:28:18] 28.37, Force(N): 42.891, ΔF(N): -1.011, FSR1: 364, FSR2: 1023, FSR3: 1023"
"[15:28:18] 28.49, Force(N): 44.912, ΔF(N): 2.021, FSR1: 364, FSR2: 1023, FSR3: 1023"
"[15:28:19] 28.70, Force(N): 45.923, ΔF(N): 1.011, FSR1: 364, FSR2: 1023, FSR3: 1023"
"[15:28:19] 28.81, Force(N): 44.912, ΔF(N): -1.011, FSR1: 364, FSR2: 1023, FSR3: 1023"
"[15:28:19] 28.92, Force(N): 42.891, ΔF(N): -2.021, FSR1: 366, FSR2: 1022, FSR3: 1023"
"[15:28:19] 29.04, Force(N): 38.848, ΔF(N): -4.043, FSR1: 384, FSR2: 1022, FSR3: 1023"
"[15:28:19] 29.15, Force(N): 34.805, ΔF(N): -4.043, FSR1: 411, FSR2: 1023, FSR3: 1023"
"[15:28:19] 29.26, Force(N): 30.762, ΔF(N): -4.043, FSR1: 419, FSR2: 1022, FSR3: 1023"
"[15:28:19] 29.38, Force(N): 28.740, ΔF(N): -2.021, FSR1: 417, FSR2: 1023, FSR3: 1022"
"[15:28:19] 29.49, Force(N): 26.719, ΔF(N): -2.021, FSR1: 416, FSR2: 1023, FSR3: 1023"
"[15:28:20] 29.70, Force(N): 27.729, ΔF(N): 1.011, FSR1: 415, FSR2: 1023, FSR3: 1023"
"[15:28:20] 29.81, Force(N): 26.719, ΔF(N): -1.011, FSR1: 416, FSR2: 1022, FSR3: 1023"
"[15:28:20] 30.03, Force(N): 25.708, ΔF(N): -1.011, FSR1: 421, FSR2: 1023, FSR3: 1023"
"[15:28:20] 30.44, Force(N): 24.697, ΔF(N): -1.011, FSR1: 430, FSR2: 1023, FSR3: 1023"
"[15:28:20] 30.66, Force(N): 23.687, ΔF(N): -1.011, FSR1: 443, FSR2: 1023, FSR3: 1023"
"[15:28:21] 30.87, Force(N): 22.676, ΔF(N): -1.011, FSR1: 447, FSR2: 1023, FSR3: 1023"
"[15:28:21] 30.99, Force(N): 23.687, ΔF(N): 1.011, FSR1: 447, FSR2: 1022, FSR3: 1023"
"[15:28:21] 31.20, Force(N): 22.676, ΔF(N): -1.011, FSR1: 448, FSR2: 1022, FSR3: 1023"
"[15:28:22] 31.72, Force(N): 21.665, ΔF(N): -1.011, FSR1: 459, FSR2: 1023, FSR3: 1023"
"[15:28:22] 31.83, Force(N): 20.654, ΔF(N): -1.011, FSR1: 467, FSR2: 1023, FSR3: 1023"
"[15:28:22] 31.94, Force(N): 21.665, ΔF(N): 1.011, FSR1: 475, FSR2: 1023, FSR3: 1023"
"[15:28:22] 32.26, Force(N): 20.654, ΔF(N): -1.011, FSR1: 486, FSR2: 1023, FSR3: 1023"
"[15:28:22] 32.47, Force(N): 19.644, ΔF(N): -1.011, FSR1: 507, FSR2: 1023, FSR3: 1023"
"[15:28:22] 32.58, Force(N): 20.654, ΔF(N): 1.011, FSR1: 521, FSR2: 1023, FSR3: 1023"
"[15:28:23] 33.10, Force(N): 19.644, ΔF(N): -1.011, FSR1: 797, FSR2: 1023, FSR3: 1023"
"[15:28:23] 33.42, Force(N): 20.654, ΔF(N): 1.011, FSR1: 885, FSR2: 1022, FSR3: 1023"
"[15:28:23] 33.53, Force(N): 19.644, ΔF(N): -1.011, FSR1: 948, FSR2: 1023, FSR3: 1023"
"[15:28:24] 33.74, Force(N): 18.633, ΔF(N): -1.011, FSR1: 949, FSR2: 1023, FSR3: 1022"
"[15:28:24] 33.96, Force(N): 19.644, ΔF(N): 1.011, FSR1: 953, FSR2: 1023, FSR3: 1023"
"[15:28:24] 34.07, Force(N): 18.633, ΔF(N): -1.011, FSR1: 961, FSR2: 1023, FSR3: 1023"
"[15:28:24] 34.18, Force(N): 19.644, ΔF(N): 1.011, FSR1: 977, FSR2: 1023, FSR3: 1023"
"[15:28:24] 34.50, Force(N): 17.622, ΔF(N): -2.021, FSR1: 1009, FSR2: 1023, FSR3: 1023"
"[15:28:24] 34.61, Force(N): 19.644, ΔF(N): 2.021, FSR1: 1021, FSR2: 1023, FSR3: 1023"
"[15:28:25] 34.72, Force(N): 18.633, ΔF(N): -1.011, FSR1: 1021, FSR2: 1023, FSR3: 1023"
"[15:28:26] 36.05, Force(N): 19.644, ΔF(N): 1.011, FSR1: 1006, FSR2: 1023, FSR3: 1023"
"[15:28:26] 36.16, Force(N): 18.633, ΔF(N): -1.011, FSR1: 1000, FSR2: 1023, FSR3: 1023"
"[15:28:26] 36.38, Force(N): 19.644, ΔF(N): 1.011, FSR1: 970, FSR2: 1023, FSR3: 1023"
"[15:28:27] 36.69, Force(N): 20.654, ΔF(N): 1.011, FSR1: 867, FSR2: 1023, FSR3: 1023"
"[15:28:27] 37.01, Force(N): 22.676, ΔF(N): 2.021, FSR1: 437, FSR2: 1022, FSR3: 1023"
"[15:28:27] 37.22, Force(N): 24.697, ΔF(N): 2.021, FSR1: 420, FSR2: 1023, FSR3: 1023"
"[15:28:27] 37.33, Force(N): 25.708, ΔF(N): 1.011, FSR1: 410, FSR2: 1022, FSR3: 1023"
"[15:28:27] 37.44, Force(N): 26.719, ΔF(N): 1.011, FSR1: 405, FSR2: 1023, FSR3: 1023"
"[15:28:27] 37.66, Force(N): 27.729, ΔF(N): 1.011, FSR1: 401, FSR2: 1023, FSR3: 1023"
"[15:28:28] 37.77, Force(N): 29.751, ΔF(N): 2.021, FSR1: 404, FSR2: 1022, FSR3: 1023"
"[15:28:28] 37.88, Force(N): 30.762, ΔF(N): 1.011, FSR1: 405, FSR2: 1023, FSR3: 1023"
"[15:28:28] 37.99, Force(N): 31.772, ΔF(N): 1.011, FSR1: 408, FSR2: 1023, FSR3: 1022"
"[15:28:28] 38.11, Force(N): 33.794, ΔF(N): 2.021, FSR1: 407, FSR2: 1023, FSR3: 1023"
"[15:28:28] 38.22, Force(N): 34.805, ΔF(N): 1.011, FSR1: 398, FSR2: 1022, FSR3: 1023"
"[15:28:28] 38.33, Force(N): 36.826, ΔF(N): 2.021, FSR1: 392, FSR2: 1023, FSR3: 1023"
"[15:28:28] 38.54, Force(N): 39.858, ΔF(N): 3.032, FSR1: 376, FSR2: 1023, FSR3: 1023"
"[15:28:28] 38.65, Force(N): 38.848, ΔF(N): -1.011, FSR1: 373, FSR2: 1022, FSR3: 1023"
"[15:28:29] 38.77, Force(N): 40.869, ΔF(N): 2.021, FSR1: 370, FSR2: 1022, FSR3: 1023"
"[15:28:29] 39.08, Force(N): 41.880, ΔF(N): 1.011, FSR1: 364, FSR2: 1023, FSR3: 1023"
"[15:28:29] 39.40, Force(N): 42.891, ΔF(N): 1.011, FSR1: 362, FSR2: 1023, FSR3: 1023"
"[15:28:29] 39.51, Force(N): 43.901, ΔF(N): 1.011, FSR1: 361, FSR2: 1023, FSR3: 1023"
"[15:28:29] 39.62, Force(N): 42.891, ΔF(N): -1.011, FSR1: 360, FSR2: 1023, FSR3: 1022"
"[15:28:30] 40.04, Force(N): 43.901, ΔF(N): 1.011, FSR1: 360, FSR2: 1023, FSR3: 1023"
"[15:28:30] 40.35, Force(N): 44.912, ΔF(N): 1.011, FSR1: 359, FSR2: 1023, FSR3: 1023"
"[15:28:30] 40.46, Force(N): 42.891, ΔF(N): -2.021, FSR1: 359, FSR2: 1023, FSR3: 1023"
"[15:28:30] 40.57, Force(N): 43.901, ΔF(N): 1.011, FSR1: 359, FSR2: 1023, FSR3: 1023"
"[15:28:31] 40.89, Force(N): 44.912, ΔF(N): 1.011, FSR1: 359, FSR2: 1023, FSR3: 1023"
"[15:28:31] 41.00, Force(N): 43.901, ΔF(N): -1.011, FSR1: 358, FSR2: 1022, FSR3: 1023"
"[15:28:31] 41.11, Force(N): 42.891, ΔF(N): -1.011, FSR1: 361, FSR2: 1023, FSR3: 1023"
"[15:28:31] 41.23, Force(N): 40.869, ΔF(N): -2.021, FSR1: 364, FSR2: 1023, FSR3: 1023"
"[15:28:31] 41.34, Force(N): 42.891, ΔF(N): 2.021, FSR1: 360, FSR2: 1023, FSR3: 1023"
"[15:28:31] 41.55, Force(N): 43.901, ΔF(N): 1.011, FSR1: 357, FSR2: 1023, FSR3: 1023"
"[15:28:31] 41.66, Force(N): 44.912, ΔF(N): 1.011, FSR1: 358, FSR2: 1023, FSR3: 1023"
"[15:28:32] 41.78, Force(N): 45.923, ΔF(N): 1.011, FSR1: 355, FSR2: 1023, FSR3: 1023"
"[15:28:32] 41.89, Force(N): 42.891, ΔF(N): -3.032, FSR1: 359, FSR2: 1022, FSR3: 1023"
"[15:28:32] 42.00, Force(N): 34.805, ΔF(N): -8.086, FSR1: 403, FSR2: 1023, FSR3: 1023"
"[15:28:32] 42.11, Force(N): 29.751, ΔF(N): -5.054, FSR1: 408, FSR2: 1023, FSR3: 1023"
"[15:28:32] 42.23, Force(N): 25.708, ΔF(N): -4.043, FSR1: 417, FSR2: 1022, FSR3: 1022"
"[15:28:32] 42.34, Force(N): 23.687, ΔF(N): -2.021, FSR1: 434, FSR2: 1023, FSR3: 1023"
"[15:28:32] 42.45, Force(N): 22.676, ΔF(N): -1.011, FSR1: 453, FSR2: 1023, FSR3: 1022"
"[15:28:32] 42.56, Force(N): 20.654, ΔF(N): -2.021, FSR1: 564, FSR2: 1023, FSR3: 1022"
"[15:28:33] 42.68, Force(N): 19.644, ΔF(N): -1.011, FSR1: 861, FSR2: 1023, FSR3: 1022"
"[15:28:33] 43.40, Force(N): 18.633, ΔF(N): -1.011, FSR1: 927, FSR2: 1023, FSR3: 1023"
"[15:28:34] 43.71, Force(N): 19.644, ΔF(N): 1.011, FSR1: 968, FSR2: 1023, FSR3: 1023"
"[15:28:34] 44.13, Force(N): 18.633, ΔF(N): -1.011, FSR1: 988, FSR2: 1023, FSR3: 1023"
"[15:28:34] 44.34, Force(N): 19.644, ΔF(N): 1.011, FSR1: 975, FSR2: 1023, FSR3: 1022"
"[15:28:34] 44.66, Force(N): 18.633, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[15:28:35] 44.77, Force(N): 19.644, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 1023"
"[15:28:35] 45.09, Force(N): 18.633, ΔF(N): -1.011, FSR1: 1022, FSR2: 1022, FSR3: 1023"
"[15:28:35] 45.30, Force(N): 19.644, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1022"
"[15:28:35] 45.62, Force(N): 18.633, ΔF(N): -1.011, FSR1: 1006, FSR2: 1023, FSR3: 1022"
"[15:28:36] 45.93, Force(N): 19.644, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 1023"
"[15:28:36] 46.05, Force(N): 18.633, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 1023"
"[15:28:36] 46.36, Force(N): 17.622, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 1023"
"[15:28:36] 46.48, Force(N): 19.644, ΔF(N): 2.021, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[15:28:36] 46.59, Force(N): 18.633, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 1023"
"[15:28:37] 46.80, Force(N): 19.644, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 1023"
"[15:28:37] 47.02, Force(N): 18.633, ΔF(N): -1.011, FSR1: 964, FSR2: 1023, FSR3: 1023"
"[15:28:37] 47.23, Force(N): 19.644, ΔF(N): 1.011, FSR1: 960, FSR2: 1023, FSR3: 1023"
"[15:28:38] 47.75, Force(N): 20.654, ΔF(N): 1.011, FSR1: 846, FSR2: 1023, FSR3: 1023"
"[15:28:38] 47.96, Force(N): 21.665, ΔF(N): 1.011, FSR1: 821, FSR2: 1023, FSR3: 1023"
"[15:28:38] 48.38, Force(N): 22.676, ΔF(N): 1.011, FSR1: 460, FSR2: 1022, FSR3: 1023"
