timestamped_line
"[15:46:05] Ready. Type 's' to start logging, 'e' to stop."
[15:46:05] Sensor Info:
[15:46:05] Sensor ID: 50
[15:46:05] Sensor Name: FORCE PLATE 850
[15:46:05] Units: N
[15:46:05] ▶️ START LOGGING
"[15:46:05] Time(s), Force(N), DeltaF(N), FSR1, FSR2, FSR3"
"[15:46:27] 25.91, Force(N): 38.848, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 357"
"[15:46:27] 26.43, Force(N): 39.858, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 357"
"[15:46:28] 26.54, Force(N): 40.869, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 356"
"[15:46:28] 26.65, Force(N): 38.848, ΔF(N): -2.021, FSR1: 1022, FSR2: 1023, FSR3: 356"
"[15:46:28] 26.87, Force(N): 39.858, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 357"
"[15:46:28] 27.38, Force(N): 41.880, ΔF(N): 2.021, FSR1: 1023, FSR2: 1022, FSR3: 356"
"[15:46:28] 27.50, Force(N): 40.869, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 355"
"[15:46:29] 27.61, Force(N): 39.858, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 355"
"[15:46:29] 28.02, Force(N): 40.869, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 355"
"[15:46:29] 28.14, Force(N): 39.858, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 355"
"[15:46:29] 28.25, Force(N): 40.869, ΔF(N): 1.011, FSR1: 1022, FSR2: 1022, FSR3: 355"
"[15:46:29] 28.46, Force(N): 39.858, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 355"
"[15:46:30] 28.57, Force(N): 42.891, ΔF(N): 3.032, FSR1: 1023, FSR2: 1023, FSR3: 355"
"[15:46:30] 28.69, Force(N): 41.880, ΔF(N): -1.011, FSR1: 1022, FSR2: 1022, FSR3: 355"
"[15:46:30] 28.80, Force(N): 38.848, ΔF(N): -3.032, FSR1: 1023, FSR2: 1023, FSR3: 355"
"[15:46:30] 28.91, Force(N): 37.837, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 355"
"[15:46:30] 29.03, Force(N): 36.826, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 355"
"[15:46:30] 29.14, Force(N): 34.805, ΔF(N): -2.021, FSR1: 1022, FSR2: 1023, FSR3: 355"
"[15:46:30] 29.25, Force(N): 33.794, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 355"
"[15:46:30] 29.36, Force(N): 32.783, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 355"
"[15:46:30] 29.48, Force(N): 30.762, ΔF(N): -2.021, FSR1: 1023, FSR2: 1023, FSR3: 356"
"[15:46:31] 29.59, Force(N): 29.751, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 356"
"[15:46:31] 29.70, Force(N): 28.740, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 356"
"[15:46:31] 29.81, Force(N): 27.729, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 357"
"[15:46:31] 29.93, Force(N): 26.719, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 357"
"[15:46:31] 30.04, Force(N): 25.708, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 359"
"[15:46:31] 30.26, Force(N): 24.697, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 364"
"[15:46:31] 30.37, Force(N): 23.687, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 374"
"[15:46:31] 30.48, Force(N): 24.697, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 401"
"[15:46:32] 30.59, Force(N): 23.687, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 437"
"[15:46:32] 30.71, Force(N): 24.697, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 465"
"[15:46:32] 30.82, Force(N): 22.676, ΔF(N): -2.021, FSR1: 1023, FSR2: 1023, FSR3: 540"
"[15:46:32] 31.13, Force(N): 20.654, ΔF(N): -2.021, FSR1: 1023, FSR2: 1023, FSR3: 559"
"[15:46:32] 31.25, Force(N): 21.665, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 563"
"[15:46:33] 31.56, Force(N): 20.654, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 577"
"[15:46:33] 31.67, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 582"
"[15:46:33] 31.79, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 587"
"[15:46:33] 32.30, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 608"
"[15:46:33] 32.42, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 618"
"[15:46:34] 32.73, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1023, FSR2: 1022, FSR3: 634"
"[15:46:34] 33.05, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1022, FSR2: 1022, FSR3: 648"
"[15:46:34] 33.36, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 662"
"[15:46:35] 33.78, Force(N): 18.633, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 672"
"[15:46:35] 33.89, Force(N): 20.654, ΔF(N): 2.021, FSR1: 1023, FSR2: 1022, FSR3: 671"
"[15:46:35] 34.31, Force(N): 21.665, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 585"
"[15:46:35] 34.42, Force(N): 20.654, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 581"
"[15:46:36] 34.53, Force(N): 22.676, ΔF(N): 2.021, FSR1: 1023, FSR2: 1023, FSR3: 573"
"[15:46:36] 34.74, Force(N): 23.687, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 486"
"[15:46:36] 34.85, Force(N): 25.708, ΔF(N): 2.021, FSR1: 1023, FSR2: 1023, FSR3: 418"
"[15:46:36] 34.97, Force(N): 26.719, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 366"
"[15:46:36] 35.08, Force(N): 27.729, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 360"
"[15:46:36] 35.29, Force(N): 29.751, ΔF(N): 2.021, FSR1: 1023, FSR2: 1023, FSR3: 352"
"[15:46:36] 35.40, Force(N): 30.762, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 352"
"[15:46:37] 35.52, Force(N): 31.772, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 351"
"[15:46:37] 35.63, Force(N): 32.783, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 351"
"[15:46:37] 35.74, Force(N): 33.794, ΔF(N): 1.011, FSR1: 1023, FSR2: 1022, FSR3: 351"
"[15:46:37] 35.85, Force(N): 34.805, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 351"
"[15:46:37] 35.96, Force(N): 33.794, ΔF(N): -1.011, FSR1: 1023, FSR2: 1022, FSR3: 350"
"[15:46:37] 36.08, Force(N): 34.805, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 350"
"[15:46:37] 36.29, Force(N): 35.815, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 350"
"[15:46:37] 36.40, Force(N): 36.826, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 350"
"[15:46:38] 36.51, Force(N): 37.837, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 350"
"[15:46:38] 37.23, Force(N): 38.848, ΔF(N): 1.011, FSR1: 1023, FSR2: 1022, FSR3: 349"
"[15:46:38] 37.44, Force(N): 37.837, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 349"
"[15:46:39] 37.66, Force(N): 38.848, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 349"
"[15:46:39] 37.77, Force(N): 39.858, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 349"
"[15:46:39] 37.88, Force(N): 38.848, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 348"
"[15:46:39] 38.00, Force(N): 39.858, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 349"
"[15:46:39] 38.31, Force(N): 38.848, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 349"
"[15:46:39] 38.42, Force(N): 39.858, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 349"
"[15:46:40] 38.74, Force(N): 38.848, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 349"
"[15:46:40] 38.85, Force(N): 39.858, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 349"
"[15:46:40] 38.96, Force(N): 38.848, ΔF(N): -1.011, FSR1: 1023, FSR2: 1022, FSR3: 349"
"[15:46:40] 39.18, Force(N): 39.858, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 348"
"[15:46:40] 39.29, Force(N): 40.869, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 349"
"[15:46:40] 39.40, Force(N): 39.858, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 349"
"[15:46:41] 39.51, Force(N): 40.869, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 349"
"[15:46:41] 39.62, Force(N): 39.858, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 348"
"[15:46:41] 39.74, Force(N): 40.869, ΔF(N): 1.011, FSR1: 1022, FSR2: 1022, FSR3: 348"
"[15:46:41] 39.85, Force(N): 41.880, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 348"
"[15:46:41] 39.96, Force(N): 40.869, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 348"
"[15:46:41] 40.17, Force(N): 41.880, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 348"
"[15:46:41] 40.29, Force(N): 42.891, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 348"
"[15:46:41] 40.40, Force(N): 41.880, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 348"
"[15:46:42] 40.51, Force(N): 42.891, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 348"
"[15:46:42] 40.62, Force(N): 41.880, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 348"
"[15:46:42] 40.74, Force(N): 42.891, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 348"
"[15:46:42] 40.85, Force(N): 41.880, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 348"
"[15:46:42] 41.06, Force(N): 42.891, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 348"
"[15:46:42] 41.28, Force(N): 41.880, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 349"
"[15:46:42] 41.49, Force(N): 42.891, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 349"
"[15:46:43] 41.80, Force(N): 43.901, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 349"
"[15:46:43] 41.92, Force(N): 42.891, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 349"
"[15:46:43] 42.13, Force(N): 43.901, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 349"
"[15:46:44] 42.54, Force(N): 42.891, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 349"
"[15:46:44] 42.66, Force(N): 43.901, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 348"
