timestamped_line
"[16:09:12] Ready. Type 's' to start logging, 'e' to stop."
[16:09:12] Sensor Info:
[16:09:12] Sensor ID: 50
[16:09:12] Sensor Name: FORCE PLATE 850
[16:09:12] Units: N
[16:09:12] ▶️ START LOGGING
"[16:09:12] Time(s), Force(N), DeltaF(N), FSR1, FSR2, FSR3"
"[16:09:31] 22.77, Force(N): 21.665, ΔF(N): -1.011, FSR1: 1022, FSR2: 553, FSR3: 1023"
"[16:09:31] 22.88, Force(N): 22.676, ΔF(N): 1.011, FSR1: 1022, FSR2: 564, FSR3: 1022"
"[16:09:31] 23.00, Force(N): 21.665, ΔF(N): -1.011, FSR1: 1022, FSR2: 572, FSR3: 1023"
"[16:09:31] 23.21, Force(N): 20.654, ΔF(N): -1.011, FSR1: 1022, FSR2: 684, FSR3: 1023"
"[16:09:32] 23.53, Force(N): 21.665, ΔF(N): 1.011, FSR1: 1022, FSR2: 720, FSR3: 1023"
"[16:09:32] 23.64, Force(N): 20.654, ΔF(N): -1.011, FSR1: 1022, FSR2: 740, FSR3: 1023"
"[16:09:32] 23.75, Force(N): 21.665, ΔF(N): 1.011, FSR1: 1022, FSR2: 769, FSR3: 1023"
"[16:09:32] 23.96, Force(N): 20.654, ΔF(N): -1.011, FSR1: 1022, FSR2: 851, FSR3: 1022"
"[16:09:32] 24.28, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1022, FSR2: 924, FSR3: 1023"
"[16:09:33] 24.59, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1023, FSR2: 913, FSR3: 1022"
"[16:09:33] 24.81, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1022, FSR2: 1022, FSR3: 1022"
"[16:09:33] 24.92, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1021, FSR2: 1022, FSR3: 1022"
"[16:09:33] 25.24, Force(N): 21.665, ΔF(N): 1.011, FSR1: 1022, FSR2: 931, FSR3: 1023"
"[16:09:33] 25.35, Force(N): 20.654, ΔF(N): -1.011, FSR1: 1022, FSR2: 1022, FSR3: 1022"
"[16:09:33] 25.46, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 1022"
"[16:09:34] 25.88, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1022, FSR2: 958, FSR3: 1022"
"[16:09:34] 26.40, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1022, FSR2: 757, FSR3: 1023"
"[16:09:35] 26.51, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 1023"
"[16:09:35] 26.72, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1022, FSR2: 1022, FSR3: 1022"
"[16:09:35] 26.84, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[16:09:35] 27.15, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1022, FSR2: 1022, FSR3: 1022"
"[16:09:35] 27.37, Force(N): 18.633, ΔF(N): -1.011, FSR1: 1022, FSR2: 1022, FSR3: 1023"
"[16:09:35] 27.48, Force(N): 19.644, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 1023"
"[16:09:36] 27.59, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1022, FSR2: 1022, FSR3: 1023"
"[16:09:36] 27.71, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1022, FSR2: 1022, FSR3: 1022"
"[16:09:36] 28.02, Force(N): 18.633, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 1023"
"[16:09:36] 28.14, Force(N): 19.644, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 1023"
"[16:09:36] 28.25, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 1023"
"[16:09:36] 28.36, Force(N): 18.633, ΔF(N): -2.021, FSR1: 1023, FSR2: 1022, FSR3: 1023"
"[16:09:36] 28.48, Force(N): 19.644, ΔF(N): 1.011, FSR1: 1022, FSR2: 681, FSR3: 1023"
"[16:09:37] 28.69, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1022, FSR2: 649, FSR3: 1023"
"[16:09:37] 28.90, Force(N): 21.665, ΔF(N): 1.011, FSR1: 1023, FSR2: 575, FSR3: 1022"
"[16:09:37] 29.12, Force(N): 20.654, ΔF(N): -1.011, FSR1: 1022, FSR2: 538, FSR3: 1023"
"[16:09:37] 29.23, Force(N): 22.676, ΔF(N): 2.021, FSR1: 1023, FSR2: 495, FSR3: 1023"
"[16:09:37] 29.34, Force(N): 23.687, ΔF(N): 1.011, FSR1: 1022, FSR2: 449, FSR3: 1023"
"[16:09:38] 29.66, Force(N): 24.697, ΔF(N): 1.011, FSR1: 1022, FSR2: 313, FSR3: 1022"
"[16:09:38] 29.77, Force(N): 25.708, ΔF(N): 1.011, FSR1: 1022, FSR2: 321, FSR3: 1022"
"[16:09:38] 29.98, Force(N): 24.697, ΔF(N): -1.011, FSR1: 1022, FSR2: 369, FSR3: 1023"
"[16:09:38] 30.09, Force(N): 26.719, ΔF(N): 2.021, FSR1: 1022, FSR2: 354, FSR3: 1023"
"[16:09:38] 30.31, Force(N): 28.740, ΔF(N): 2.021, FSR1: 1022, FSR2: 308, FSR3: 1022"
"[16:09:39] 30.52, Force(N): 29.751, ΔF(N): 1.011, FSR1: 1022, FSR2: 274, FSR3: 1023"
"[16:09:39] 30.63, Force(N): 30.762, ΔF(N): 1.011, FSR1: 1023, FSR2: 269, FSR3: 1023"
"[16:09:39] 30.74, Force(N): 31.772, ΔF(N): 1.011, FSR1: 1022, FSR2: 264, FSR3: 1023"
"[16:09:39] 31.06, Force(N): 32.783, ΔF(N): 1.011, FSR1: 1022, FSR2: 259, FSR3: 1023"
"[16:09:39] 31.17, Force(N): 33.794, ΔF(N): 1.011, FSR1: 1023, FSR2: 257, FSR3: 1022"
"[16:09:39] 31.28, Force(N): 32.783, ΔF(N): -1.011, FSR1: 1022, FSR2: 258, FSR3: 1022"
"[16:09:40] 31.60, Force(N): 33.794, ΔF(N): 1.011, FSR1: 1022, FSR2: 256, FSR3: 1023"
"[16:09:40] 31.71, Force(N): 34.805, ΔF(N): 1.011, FSR1: 1022, FSR2: 254, FSR3: 1022"
"[16:09:40] 31.92, Force(N): 35.815, ΔF(N): 1.011, FSR1: 1023, FSR2: 253, FSR3: 1022"
"[16:09:40] 32.13, Force(N): 34.805, ΔF(N): -1.011, FSR1: 1022, FSR2: 254, FSR3: 1023"
"[16:09:41] 32.75, Force(N): 35.815, ΔF(N): 1.011, FSR1: 1022, FSR2: 253, FSR3: 1022"
"[16:09:41] 32.87, Force(N): 36.826, ΔF(N): 1.011, FSR1: 1022, FSR2: 246, FSR3: 1022"
"[16:09:41] 32.98, Force(N): 35.815, ΔF(N): -1.011, FSR1: 1022, FSR2: 247, FSR3: 1023"
"[16:09:41] 33.09, Force(N): 36.826, ΔF(N): 1.011, FSR1: 1023, FSR2: 248, FSR3: 1022"
"[16:09:41] 33.20, Force(N): 35.815, ΔF(N): -1.011, FSR1: 1023, FSR2: 247, FSR3: 1023"
"[16:09:41] 33.42, Force(N): 36.826, ΔF(N): 1.011, FSR1: 1022, FSR2: 246, FSR3: 1023"
"[16:09:42] 33.53, Force(N): 37.837, ΔF(N): 1.011, FSR1: 1022, FSR2: 246, FSR3: 1023"
"[16:09:42] 33.64, Force(N): 36.826, ΔF(N): -1.011, FSR1: 1022, FSR2: 246, FSR3: 1023"
"[16:09:42] 33.85, Force(N): 37.837, ΔF(N): 1.011, FSR1: 1023, FSR2: 246, FSR3: 1022"
"[16:09:42] 33.97, Force(N): 36.826, ΔF(N): -1.011, FSR1: 1022, FSR2: 245, FSR3: 1022"
"[16:09:42] 34.28, Force(N): 38.848, ΔF(N): 2.021, FSR1: 1022, FSR2: 242, FSR3: 1023"
"[16:09:42] 34.39, Force(N): 37.837, ΔF(N): -1.011, FSR1: 1022, FSR2: 241, FSR3: 1023"
"[16:09:43] 34.51, Force(N): 36.826, ΔF(N): -1.011, FSR1: 1022, FSR2: 240, FSR3: 1023"
"[16:09:43] 34.72, Force(N): 38.848, ΔF(N): 2.021, FSR1: 1022, FSR2: 238, FSR3: 1023"
"[16:09:43] 34.93, Force(N): 39.858, ΔF(N): 1.011, FSR1: 1022, FSR2: 230, FSR3: 1022"
"[16:09:43] 35.35, Force(N): 40.869, ΔF(N): 1.011, FSR1: 1022, FSR2: 222, FSR3: 1022"
"[16:09:44] 35.56, Force(N): 41.880, ΔF(N): 1.011, FSR1: 1023, FSR2: 219, FSR3: 1022"
"[16:09:44] 35.67, Force(N): 40.869, ΔF(N): -1.011, FSR1: 1022, FSR2: 218, FSR3: 1022"
"[16:09:44] 35.79, Force(N): 41.880, ΔF(N): 1.011, FSR1: 1023, FSR2: 218, FSR3: 1022"
"[16:09:44] 35.90, Force(N): 39.858, ΔF(N): -2.021, FSR1: 1022, FSR2: 217, FSR3: 1022"
"[16:09:44] 36.01, Force(N): 40.869, ΔF(N): 1.011, FSR1: 1022, FSR2: 216, FSR3: 1022"
"[16:09:44] 36.12, Force(N): 41.880, ΔF(N): 1.011, FSR1: 1022, FSR2: 216, FSR3: 1023"
"[16:09:44] 36.24, Force(N): 40.869, ΔF(N): -1.011, FSR1: 1023, FSR2: 216, FSR3: 1022"
"[16:09:44] 36.35, Force(N): 41.880, ΔF(N): 1.011, FSR1: 1023, FSR2: 216, FSR3: 1023"
"[16:09:45] 36.56, Force(N): 40.869, ΔF(N): -1.011, FSR1: 1022, FSR2: 215, FSR3: 1023"
"[16:09:45] 36.67, Force(N): 41.880, ΔF(N): 1.011, FSR1: 1022, FSR2: 215, FSR3: 1022"
"[16:09:45] 36.99, Force(N): 40.869, ΔF(N): -1.011, FSR1: 1022, FSR2: 214, FSR3: 1022"
"[16:09:45] 37.10, Force(N): 41.880, ΔF(N): 1.011, FSR1: 1023, FSR2: 215, FSR3: 1022"
"[16:09:45] 37.21, Force(N): 39.858, ΔF(N): -2.021, FSR1: 1022, FSR2: 219, FSR3: 1022"
"[16:09:45] 37.33, Force(N): 36.826, ΔF(N): -3.032, FSR1: 1022, FSR2: 243, FSR3: 1023"
"[16:09:45] 37.44, Force(N): 34.805, ΔF(N): -2.021, FSR1: 1022, FSR2: 252, FSR3: 1023"
"[16:09:46] 37.55, Force(N): 32.783, ΔF(N): -2.021, FSR1: 1023, FSR2: 254, FSR3: 1022"
"[16:09:46] 37.77, Force(N): 31.772, ΔF(N): -1.011, FSR1: 1023, FSR2: 257, FSR3: 1022"
"[16:09:46] 37.98, Force(N): 29.751, ΔF(N): -2.021, FSR1: 1023, FSR2: 272, FSR3: 1022"
"[16:09:46] 38.09, Force(N): 28.740, ΔF(N): -1.011, FSR1: 1022, FSR2: 291, FSR3: 1022"
"[16:09:46] 38.21, Force(N): 27.729, ΔF(N): -1.011, FSR1: 1022, FSR2: 305, FSR3: 1022"
"[16:09:46] 38.32, Force(N): 26.719, ΔF(N): -1.011, FSR1: 1022, FSR2: 324, FSR3: 1022"
"[16:09:47] 38.53, Force(N): 25.708, ΔF(N): -1.011, FSR1: 1023, FSR2: 359, FSR3: 1022"
"[16:09:47] 38.75, Force(N): 24.697, ΔF(N): -1.011, FSR1: 1022, FSR2: 372, FSR3: 1023"
"[16:09:47] 39.16, Force(N): 23.687, ΔF(N): -1.011, FSR1: 1022, FSR2: 435, FSR3: 1022"
"[16:09:47] 39.28, Force(N): 24.697, ΔF(N): 1.011, FSR1: 1022, FSR2: 448, FSR3: 1022"
"[16:09:47] 39.39, Force(N): 23.687, ΔF(N): -1.011, FSR1: 1022, FSR2: 480, FSR3: 1022"
"[16:09:48] 39.50, Force(N): 22.676, ΔF(N): -1.011, FSR1: 1022, FSR2: 508, FSR3: 1023"
"[16:09:48] 40.02, Force(N): 21.665, ΔF(N): -1.011, FSR1: 1022, FSR2: 562, FSR3: 1023"
"[16:09:48] 40.13, Force(N): 22.676, ΔF(N): 1.011, FSR1: 1022, FSR2: 569, FSR3: 1023"
"[16:09:48] 40.24, Force(N): 21.665, ΔF(N): -1.011, FSR1: 1022, FSR2: 568, FSR3: 1022"
"[16:09:49] 40.86, Force(N): 20.654, ΔF(N): -1.011, FSR1: 1022, FSR2: 650, FSR3: 1023"
"[16:09:49] 40.97, Force(N): 21.665, ΔF(N): 1.011, FSR1: 1022, FSR2: 681, FSR3: 1023"
"[16:09:49] 41.09, Force(N): 19.644, ΔF(N): -2.021, FSR1: 1022, FSR2: 684, FSR3: 1023"
"[16:09:49] 41.20, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1022, FSR2: 683, FSR3: 1022"
"[16:09:50] 41.62, Force(N): 21.665, ΔF(N): 1.011, FSR1: 1022, FSR2: 673, FSR3: 1022"
"[16:09:50] 41.73, Force(N): 19.644, ΔF(N): -2.021, FSR1: 1022, FSR2: 671, FSR3: 1022"
"[16:09:50] 41.84, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1022, FSR2: 668, FSR3: 1023"
"[16:09:50] 42.15, Force(N): 18.633, ΔF(N): -2.021, FSR1: 1022, FSR2: 646, FSR3: 1023"
"[16:09:50] 42.27, Force(N): 20.654, ΔF(N): 2.021, FSR1: 1022, FSR2: 647, FSR3: 1022"
"[16:09:51] 42.78, Force(N): 21.665, ΔF(N): 1.011, FSR1: 1023, FSR2: 654, FSR3: 1022"
"[16:09:51] 42.90, Force(N): 19.644, ΔF(N): -2.021, FSR1: 1022, FSR2: 656, FSR3: 1022"
"[16:09:51] 43.01, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1022, FSR2: 660, FSR3: 1022"
"[16:09:51] 43.22, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1022, FSR2: 660, FSR3: 1023"
"[16:09:51] 43.33, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1022, FSR2: 652, FSR3: 1022"
"[16:09:52] 43.75, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1022, FSR2: 744, FSR3: 1023"
"[16:09:52] 43.86, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1023, FSR2: 743, FSR3: 1022"
"[16:09:52] 43.97, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1022, FSR2: 783, FSR3: 1022"
"[16:09:52] 44.09, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1023, FSR2: 752, FSR3: 1022"
"[16:09:52] 44.20, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1022, FSR2: 677, FSR3: 1022"
"[16:09:53] 44.62, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1022, FSR2: 656, FSR3: 1023"
"[16:09:53] 44.73, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1022, FSR2: 657, FSR3: 1022"
"[16:09:53] 44.84, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1022, FSR2: 614, FSR3: 1022"
"[16:09:53] 45.15, Force(N): 21.665, ΔF(N): 1.011, FSR1: 1022, FSR2: 579, FSR3: 1022"
"[16:09:53] 45.47, Force(N): 22.676, ΔF(N): 1.011, FSR1: 1022, FSR2: 481, FSR3: 1023"
"[16:09:54] 45.58, Force(N): 23.687, ΔF(N): 1.011, FSR1: 1022, FSR2: 447, FSR3: 1023"
"[16:09:54] 46.00, Force(N): 24.697, ΔF(N): 1.011, FSR1: 1021, FSR2: 355, FSR3: 1022"
"[16:09:54] 46.11, Force(N): 25.708, ΔF(N): 1.011, FSR1: 1022, FSR2: 344, FSR3: 1022"
"[16:09:54] 46.32, Force(N): 26.719, ΔF(N): 1.011, FSR1: 1022, FSR2: 317, FSR3: 1022"
"[16:09:55] 46.64, Force(N): 28.740, ΔF(N): 2.021, FSR1: 1023, FSR2: 277, FSR3: 1022"
