timestamped_line
"[16:10:08] Ready. Type 's' to start logging, 'e' to stop."
[16:10:08] Sensor Info:
[16:10:08] Sensor ID: 50
[16:10:08] Sensor Name: FORCE PLATE 850
[16:10:08] Units: N
[16:10:08] ▶️ START LOGGING
"[16:10:08] Time(s), Force(N), DeltaF(N), FSR1, FSR2, FSR3"
"[16:10:17] 13.18, Force(N): 27.729, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 772"
"[16:10:18] 13.29, Force(N): 26.719, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 770"
"[16:10:18] 13.41, Force(N): 27.729, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 765"
"[16:10:18] 13.52, Force(N): 28.740, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 747"
"[16:10:18] 13.83, Force(N): 27.729, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 722"
"[16:10:18] 13.94, Force(N): 28.740, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 719"
"[16:10:18] 14.06, Force(N): 27.729, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 719"
"[16:10:18] 14.17, Force(N): 28.740, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 717"
"[16:10:19] 14.28, Force(N): 29.751, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 716"
"[16:10:19] 14.39, Force(N): 28.740, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 713"
"[16:10:19] 14.61, Force(N): 29.751, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 709"
"[16:10:19] 15.02, Force(N): 30.762, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 698"
"[16:10:20] 15.24, Force(N): 31.772, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 696"
"[16:10:20] 15.65, Force(N): 32.783, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 666"
"[16:10:20] 15.97, Force(N): 33.794, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 657"
"[16:10:21] 16.38, Force(N): 34.805, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 653"
"[16:10:21] 16.70, Force(N): 33.794, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 649"
"[16:10:21] 16.81, Force(N): 34.805, ΔF(N): 1.011, FSR1: 1022, FSR2: 1022, FSR3: 648"
"[16:10:21] 17.12, Force(N): 35.815, ΔF(N): 1.011, FSR1: 1023, FSR2: 1022, FSR3: 639"
"[16:10:22] 17.44, Force(N): 34.805, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 637"
"[16:10:22] 17.55, Force(N): 35.815, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 635"
"[16:10:22] 17.86, Force(N): 34.805, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 635"
"[16:10:22] 17.98, Force(N): 35.815, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 634"
"[16:10:22] 18.09, Force(N): 34.805, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 633"
"[16:10:22] 18.20, Force(N): 35.815, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 633"
"[16:10:23] 18.42, Force(N): 34.805, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 633"
"[16:10:23] 18.53, Force(N): 35.815, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 633"
"[16:10:23] 18.74, Force(N): 34.805, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 632"
"[16:10:23] 18.85, Force(N): 35.815, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 631"
"[16:10:23] 18.97, Force(N): 34.805, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 630"
"[16:10:23] 19.08, Force(N): 35.815, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 630"
"[16:10:24] 19.29, Force(N): 34.805, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 630"
"[16:10:24] 19.40, Force(N): 35.815, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 629"
"[16:10:25] 20.43, Force(N): 36.826, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 626"
"[16:10:25] 20.54, Force(N): 35.815, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 625"
"[16:10:25] 20.85, Force(N): 34.805, ΔF(N): -1.011, FSR1: 1023, FSR2: 1022, FSR3: 625"
"[16:10:25] 20.97, Force(N): 35.815, ΔF(N): 1.011, FSR1: 1022, FSR2: 1022, FSR3: 624"
"[16:10:26] 21.48, Force(N): 36.826, ΔF(N): 1.011, FSR1: 1022, FSR2: 1022, FSR3: 616"
"[16:10:26] 21.90, Force(N): 35.815, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 615"
"[16:10:26] 22.01, Force(N): 36.826, ΔF(N): 1.011, FSR1: 1022, FSR2: 1022, FSR3: 613"
"[16:10:27] 23.03, Force(N): 37.837, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 599"
"[16:10:28] 23.65, Force(N): 36.826, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 601"
"[16:10:28] 24.17, Force(N): 37.837, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 600"
"[16:10:29] 24.28, Force(N): 38.848, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 598"
"[16:10:29] 24.39, Force(N): 37.837, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 597"
"[16:10:29] 24.61, Force(N): 38.848, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 596"
"[16:10:29] 24.72, Force(N): 37.837, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 596"
"[16:10:29] 24.83, Force(N): 38.848, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 582"
"[16:10:30] 25.35, Force(N): 37.837, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 574"
"[16:10:30] 25.46, Force(N): 38.848, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 575"
"[16:10:30] 25.57, Force(N): 37.837, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 572"
"[16:10:30] 25.79, Force(N): 38.848, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 573"
"[16:10:30] 25.90, Force(N): 39.858, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 571"
"[16:10:30] 26.01, Force(N): 38.848, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 571"
"[16:10:31] 26.23, Force(N): 39.858, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 571"
"[16:10:31] 26.54, Force(N): 38.848, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 570"
"[16:10:31] 26.65, Force(N): 40.869, ΔF(N): 2.021, FSR1: 1023, FSR2: 1023, FSR3: 569"
"[16:10:31] 26.77, Force(N): 38.848, ΔF(N): -2.021, FSR1: 1023, FSR2: 1022, FSR3: 565"
"[16:10:31] 26.88, Force(N): 40.869, ΔF(N): 2.021, FSR1: 1023, FSR2: 1022, FSR3: 563"
"[16:10:31] 26.99, Force(N): 39.858, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 562"
"[16:10:32] 27.20, Force(N): 40.869, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 563"
"[16:10:32] 27.32, Force(N): 39.858, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 565"
"[16:10:32] 27.53, Force(N): 38.848, ΔF(N): -1.011, FSR1: 1023, FSR2: 1022, FSR3: 568"
"[16:10:32] 27.75, Force(N): 39.858, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 567"
"[16:10:32] 27.86, Force(N): 38.848, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 566"
"[16:10:33] 28.27, Force(N): 39.858, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 570"
"[16:10:33] 28.38, Force(N): 38.848, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 571"
"[16:10:33] 28.60, Force(N): 37.837, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 571"
"[16:10:33] 28.81, Force(N): 38.848, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 567"
"[16:10:33] 29.13, Force(N): 34.805, ΔF(N): -4.043, FSR1: 1022, FSR2: 1022, FSR3: 618"
"[16:10:34] 29.24, Force(N): 33.794, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 622"
"[16:10:34] 29.35, Force(N): 32.783, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 668"
"[16:10:34] 29.47, Force(N): 30.762, ΔF(N): -2.021, FSR1: 1022, FSR2: 1023, FSR3: 688"
"[16:10:34] 29.58, Force(N): 28.740, ΔF(N): -2.021, FSR1: 1022, FSR2: 1023, FSR3: 693"
"[16:10:34] 29.69, Force(N): 29.751, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 687"
"[16:10:34] 29.80, Force(N): 30.762, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 681"
"[16:10:35] 30.52, Force(N): 31.772, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 664"
"[16:10:35] 30.74, Force(N): 32.783, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 660"
"[16:10:35] 30.85, Force(N): 31.772, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 659"
"[16:10:35] 31.06, Force(N): 30.762, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 659"
"[16:10:35] 31.17, Force(N): 32.783, ΔF(N): 2.021, FSR1: 1023, FSR2: 1022, FSR3: 659"
"[16:10:36] 31.29, Force(N): 31.772, ΔF(N): -1.011, FSR1: 1023, FSR2: 1022, FSR3: 658"
"[16:10:36] 31.50, Force(N): 30.762, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 663"
"[16:10:36] 31.71, Force(N): 29.751, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 680"
"[16:10:36] 31.83, Force(N): 28.740, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 698"
"[16:10:36] 32.04, Force(N): 27.729, ΔF(N): -1.011, FSR1: 1022, FSR2: 1022, FSR3: 751"
"[16:10:37] 32.46, Force(N): 26.719, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 799"
"[16:10:37] 32.67, Force(N): 25.708, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 805"
"[16:10:37] 32.79, Force(N): 26.719, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 809"
"[16:10:37] 32.90, Force(N): 25.708, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 812"
"[16:10:38] 33.21, Force(N): 24.697, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 814"
"[16:10:38] 33.33, Force(N): 25.708, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 816"
"[16:10:38] 33.44, Force(N): 24.697, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 822"
"[16:10:38] 33.75, Force(N): 25.708, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 813"
"[16:10:38] 33.97, Force(N): 24.697, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 824"
"[16:10:39] 34.28, Force(N): 23.687, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 841"
"[16:10:39] 34.39, Force(N): 24.697, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 842"
"[16:10:39] 34.51, Force(N): 22.676, ΔF(N): -2.021, FSR1: 1023, FSR2: 1022, FSR3: 843"
"[16:10:39] 34.62, Force(N): 24.697, ΔF(N): 2.021, FSR1: 1023, FSR2: 1023, FSR3: 837"
"[16:10:39] 34.73, Force(N): 23.687, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 863"
"[16:10:39] 35.15, Force(N): 22.676, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 853"
"[16:10:40] 35.36, Force(N): 23.687, ΔF(N): 1.011, FSR1: 1022, FSR2: 1022, FSR3: 851"
"[16:10:40] 35.47, Force(N): 21.665, ΔF(N): -2.021, FSR1: 1022, FSR2: 1023, FSR3: 854"
"[16:10:40] 35.59, Force(N): 22.676, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 857"
"[16:10:40] 35.90, Force(N): 21.665, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 860"
"[16:10:40] 36.11, Force(N): 20.654, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 860"
"[16:10:41] 36.43, Force(N): 21.665, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 857"
"[16:10:41] 36.74, Force(N): 19.644, ΔF(N): -2.021, FSR1: 1023, FSR2: 1022, FSR3: 855"
"[16:10:41] 36.86, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 853"
"[16:10:41] 36.97, Force(N): 21.665, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 854"
"[16:10:41] 37.08, Force(N): 20.654, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 854"
"[16:10:42] 37.50, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 857"
"[16:10:42] 37.81, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 856"
"[16:10:42] 37.92, Force(N): 21.665, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 855"
"[16:10:42] 38.04, Force(N): 19.644, ΔF(N): -2.021, FSR1: 1023, FSR2: 1023, FSR3: 855"
"[16:10:43] 38.25, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 852"
"[16:10:43] 38.97, Force(N): 21.665, ΔF(N): 1.011, FSR1: 1022, FSR2: 1022, FSR3: 874"
"[16:10:43] 39.08, Force(N): 20.654, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 866"
"[16:10:44] 39.19, Force(N): 21.665, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 863"
"[16:10:44] 39.51, Force(N): 22.676, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 857"
"[16:10:44] 39.72, Force(N): 23.687, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 829"
"[16:10:44] 39.83, Force(N): 24.697, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 823"
"[16:10:44] 40.05, Force(N): 25.708, ΔF(N): 1.011, FSR1: 1023, FSR2: 1022, FSR3: 813"
"[16:10:45] 40.56, Force(N): 26.719, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 797"
"[16:10:45] 40.68, Force(N): 27.729, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 800"
"[16:10:45] 41.09, Force(N): 30.762, ΔF(N): 3.032, FSR1: 1023, FSR2: 1022, FSR3: 738"
"[16:10:46] 41.20, Force(N): 28.740, ΔF(N): -2.021, FSR1: 1023, FSR2: 1023, FSR3: 717"
"[16:10:46] 41.31, Force(N): 30.762, ΔF(N): 2.021, FSR1: 1023, FSR2: 1023, FSR3: 709"
"[16:10:46] 41.43, Force(N): 29.751, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 699"
"[16:10:46] 41.64, Force(N): 30.762, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 693"
"[16:10:46] 41.85, Force(N): 29.751, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 690"
"[16:10:46] 41.97, Force(N): 30.762, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 689"
"[16:10:47] 42.28, Force(N): 31.772, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 677"
"[16:10:47] 42.49, Force(N): 30.762, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 677"
"[16:10:47] 42.71, Force(N): 32.783, ΔF(N): 2.021, FSR1: 1022, FSR2: 1023, FSR3: 678"
"[16:10:47] 42.82, Force(N): 31.772, ΔF(N): -1.011, FSR1: 1023, FSR2: 1022, FSR3: 678"
"[16:10:47] 43.03, Force(N): 30.762, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 678"
"[16:10:47] 43.15, Force(N): 31.772, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 674"
"[16:10:48] 43.36, Force(N): 32.783, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 671"
"[16:10:48] 43.88, Force(N): 31.772, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 653"
"[16:10:48] 44.09, Force(N): 32.783, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 647"
"[16:10:49] 44.20, Force(N): 33.794, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 643"
"[16:10:49] 44.62, Force(N): 32.783, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 641"
"[16:10:49] 44.73, Force(N): 33.794, ΔF(N): 1.011, FSR1: 1022, FSR2: 1022, FSR3: 638"
"[16:10:49] 45.04, Force(N): 34.805, ΔF(N): 1.011, FSR1: 1023, FSR2: 1022, FSR3: 631"
"[16:10:49] 45.16, Force(N): 33.794, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 629"
"[16:10:50] 45.37, Force(N): 34.805, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 624"
"[16:10:50] 45.79, Force(N): 35.815, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 619"
"[16:10:50] 46.00, Force(N): 36.826, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 615"
"[16:10:50] 46.11, Force(N): 35.815, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 615"
"[16:10:51] 46.83, Force(N): 36.826, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 615"
"[16:10:52] 47.85, Force(N): 35.815, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 614"
"[16:10:52] 47.97, Force(N): 36.826, ΔF(N): 1.011, FSR1: 1023, FSR2: 1022, FSR3: 614"
"[16:10:52] 48.08, Force(N): 35.815, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 614"
"[16:10:53] 48.19, Force(N): 36.826, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 614"
"[16:10:53] 48.30, Force(N): 35.815, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 612"
"[16:10:53] 48.42, Force(N): 36.826, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 612"
"[16:10:53] 48.73, Force(N): 35.815, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 612"
"[16:10:53] 48.84, Force(N): 36.826, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 610"
"[16:10:54] 49.67, Force(N): 35.815, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 610"
"[16:10:54] 49.78, Force(N): 36.826, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 612"
"[16:10:54] 49.89, Force(N): 37.837, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 612"
"[16:10:54] 50.00, Force(N): 36.826, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 609"
"[16:10:54] 50.11, Force(N): 37.837, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 608"
"[16:10:55] 50.43, Force(N): 36.826, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 607"
"[16:10:55] 50.54, Force(N): 37.837, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 606"
"[16:10:55] 50.86, Force(N): 36.826, ΔF(N): -1.011, FSR1: 1023, FSR2: 1022, FSR3: 607"
"[16:10:55] 51.07, Force(N): 37.837, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 606"
"[16:10:56] 51.38, Force(N): 36.826, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 604"
"[16:10:56] 51.50, Force(N): 37.837, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 602"
