timestamped_line
"[16:06:19] Ready. Type 's' to start logging, 'e' to stop."
[16:06:20] Sensor Info:
[16:06:20] Sensor ID: 50
[16:06:20] Sensor Name: FORCE PLATE 850
[16:06:20] Units: N
[16:06:20] ▶️ START LOGGING
"[16:06:20] Time(s), Force(N), DeltaF(N), FSR1, FSR2, FSR3"
"[16:06:27] 11.77, Force(N): 32.783, ΔF(N): 1.011, FSR1: 1023, FSR2: 272, FSR3: 1023"
"[16:06:27] 11.98, Force(N): 33.794, ΔF(N): 1.011, FSR1: 1023, FSR2: 268, FSR3: 1023"
"[16:06:28] 12.30, Force(N): 35.815, ΔF(N): 2.021, FSR1: 1022, FSR2: 266, FSR3: 1022"
"[16:06:28] 12.41, Force(N): 34.805, ΔF(N): -1.011, FSR1: 1022, FSR2: 264, FSR3: 1022"
"[16:06:28] 12.52, Force(N): 36.826, ΔF(N): 2.021, FSR1: 1022, FSR2: 262, FSR3: 1022"
"[16:06:28] 12.64, Force(N): 37.837, ΔF(N): 1.011, FSR1: 1022, FSR2: 261, FSR3: 1022"
"[16:06:28] 12.75, Force(N): 40.869, ΔF(N): 3.032, FSR1: 1021, FSR2: 261, FSR3: 1021"
"[16:06:28] 12.86, Force(N): 38.848, ΔF(N): -2.021, FSR1: 1022, FSR2: 260, FSR3: 1021"
"[16:06:29] 13.07, Force(N): 39.858, ΔF(N): 1.011, FSR1: 1023, FSR2: 257, FSR3: 1023"
"[16:06:29] 13.29, Force(N): 37.837, ΔF(N): -2.021, FSR1: 1023, FSR2: 257, FSR3: 1022"
"[16:06:29] 13.40, Force(N): 39.858, ΔF(N): 2.021, FSR1: 1023, FSR2: 256, FSR3: 1023"
"[16:06:29] 13.51, Force(N): 37.837, ΔF(N): -2.021, FSR1: 1022, FSR2: 255, FSR3: 1022"
"[16:06:29] 13.63, Force(N): 39.858, ΔF(N): 2.021, FSR1: 1022, FSR2: 253, FSR3: 1023"
"[16:06:29] 13.74, Force(N): 40.869, ΔF(N): 1.011, FSR1: 1022, FSR2: 252, FSR3: 1023"
"[16:06:29] 13.85, Force(N): 39.858, ΔF(N): -1.011, FSR1: 1022, FSR2: 251, FSR3: 1023"
"[16:06:30] 14.06, Force(N): 38.848, ΔF(N): -1.011, FSR1: 1023, FSR2: 250, FSR3: 1022"
"[16:06:30] 14.58, Force(N): 37.837, ΔF(N): -1.011, FSR1: 1022, FSR2: 250, FSR3: 1022"
"[16:06:30] 14.69, Force(N): 38.848, ΔF(N): 1.011, FSR1: 1022, FSR2: 250, FSR3: 1022"
"[16:06:30] 14.91, Force(N): 37.837, ΔF(N): -1.011, FSR1: 1022, FSR2: 250, FSR3: 1023"
"[16:06:31] 15.02, Force(N): 38.848, ΔF(N): 1.011, FSR1: 1022, FSR2: 250, FSR3: 1022"
"[16:06:31] 15.23, Force(N): 36.826, ΔF(N): -2.021, FSR1: 1022, FSR2: 252, FSR3: 1022"
"[16:06:31] 15.55, Force(N): 35.815, ΔF(N): -1.011, FSR1: 1021, FSR2: 256, FSR3: 1022"
"[16:06:31] 15.66, Force(N): 36.826, ΔF(N): 1.011, FSR1: 1022, FSR2: 257, FSR3: 1023"
"[16:06:31] 15.77, Force(N): 35.815, ΔF(N): -1.011, FSR1: 1022, FSR2: 257, FSR3: 1022"
"[16:06:32] 16.09, Force(N): 37.837, ΔF(N): 2.021, FSR1: 1023, FSR2: 252, FSR3: 1022"
"[16:06:32] 16.30, Force(N): 36.826, ΔF(N): -1.011, FSR1: 1022, FSR2: 251, FSR3: 1023"
"[16:06:32] 16.41, Force(N): 35.815, ΔF(N): -1.011, FSR1: 1023, FSR2: 260, FSR3: 1022"
"[16:06:32] 16.53, Force(N): 32.783, ΔF(N): -3.032, FSR1: 1022, FSR2: 273, FSR3: 1023"
"[16:06:32] 16.64, Force(N): 29.751, ΔF(N): -3.032, FSR1: 1022, FSR2: 284, FSR3: 1022"
"[16:06:32] 16.75, Force(N): 27.729, ΔF(N): -2.021, FSR1: 1022, FSR2: 297, FSR3: 1023"
"[16:06:32] 16.86, Force(N): 28.740, ΔF(N): 1.011, FSR1: 1022, FSR2: 291, FSR3: 1023"
"[16:06:33] 17.28, Force(N): 27.729, ΔF(N): -1.011, FSR1: 1023, FSR2: 301, FSR3: 1022"
"[16:06:33] 17.39, Force(N): 25.708, ΔF(N): -2.021, FSR1: 1022, FSR2: 308, FSR3: 1022"
"[16:06:33] 17.51, Force(N): 26.719, ΔF(N): 1.011, FSR1: 1022, FSR2: 309, FSR3: 1022"
"[16:06:33] 17.62, Force(N): 25.708, ΔF(N): -1.011, FSR1: 1022, FSR2: 316, FSR3: 1022"
"[16:06:33] 17.83, Force(N): 24.697, ΔF(N): -1.011, FSR1: 1022, FSR2: 332, FSR3: 1022"
"[16:06:33] 17.94, Force(N): 23.687, ΔF(N): -1.011, FSR1: 1022, FSR2: 337, FSR3: 1022"
"[16:06:34] 18.16, Force(N): 22.676, ΔF(N): -1.011, FSR1: 1022, FSR2: 362, FSR3: 1022"
"[16:06:34] 18.78, Force(N): 23.687, ΔF(N): 1.011, FSR1: 1022, FSR2: 410, FSR3: 1023"
"[16:06:34] 18.89, Force(N): 22.676, ΔF(N): -1.011, FSR1: 1022, FSR2: 382, FSR3: 1022"
"[16:06:35] 19.10, Force(N): 23.687, ΔF(N): 1.011, FSR1: 1023, FSR2: 383, FSR3: 1022"
"[16:06:35] 19.22, Force(N): 22.676, ΔF(N): -1.011, FSR1: 1023, FSR2: 360, FSR3: 1022"
"[16:06:35] 19.33, Force(N): 24.697, ΔF(N): 2.021, FSR1: 1023, FSR2: 332, FSR3: 1022"
"[16:06:35] 19.44, Force(N): 25.708, ΔF(N): 1.011, FSR1: 1022, FSR2: 313, FSR3: 1023"
"[16:06:35] 19.55, Force(N): 26.719, ΔF(N): 1.011, FSR1: 1022, FSR2: 308, FSR3: 1022"
"[16:06:35] 19.66, Force(N): 27.729, ΔF(N): 1.011, FSR1: 1022, FSR2: 303, FSR3: 1022"
"[16:06:35] 19.78, Force(N): 28.740, ΔF(N): 1.011, FSR1: 1022, FSR2: 292, FSR3: 1023"
"[16:06:35] 19.89, Force(N): 30.762, ΔF(N): 2.021, FSR1: 1022, FSR2: 288, FSR3: 1022"
"[16:06:36] 20.00, Force(N): 31.772, ΔF(N): 1.011, FSR1: 1022, FSR2: 285, FSR3: 1022"
"[16:06:36] 20.11, Force(N): 32.783, ΔF(N): 1.011, FSR1: 1022, FSR2: 282, FSR3: 1022"
"[16:06:36] 20.22, Force(N): 33.794, ΔF(N): 1.011, FSR1: 1023, FSR2: 279, FSR3: 1022"
"[16:06:36] 20.33, Force(N): 34.805, ΔF(N): 1.011, FSR1: 1022, FSR2: 270, FSR3: 1023"
"[16:06:36] 20.45, Force(N): 36.826, ΔF(N): 2.021, FSR1: 1022, FSR2: 265, FSR3: 1022"
"[16:06:36] 20.76, Force(N): 37.837, ΔF(N): 1.011, FSR1: 1023, FSR2: 257, FSR3: 1022"
"[16:06:36] 20.87, Force(N): 38.848, ΔF(N): 1.011, FSR1: 1021, FSR2: 252, FSR3: 1023"
"[16:06:37] 21.19, Force(N): 39.858, ΔF(N): 1.011, FSR1: 1022, FSR2: 250, FSR3: 1022"
"[16:06:37] 21.30, Force(N): 38.848, ΔF(N): -1.011, FSR1: 1022, FSR2: 250, FSR3: 1022"
"[16:06:37] 21.41, Force(N): 39.858, ΔF(N): 1.011, FSR1: 1022, FSR2: 249, FSR3: 1022"
"[16:06:37] 21.52, Force(N): 38.848, ΔF(N): -1.011, FSR1: 1022, FSR2: 248, FSR3: 1023"
"[16:06:37] 21.64, Force(N): 39.858, ΔF(N): 1.011, FSR1: 1022, FSR2: 247, FSR3: 1023"
"[16:06:38] 22.25, Force(N): 40.869, ΔF(N): 1.011, FSR1: 1022, FSR2: 247, FSR3: 1022"
"[16:06:38] 22.37, Force(N): 39.858, ΔF(N): -1.011, FSR1: 1022, FSR2: 247, FSR3: 1022"
"[16:06:38] 22.48, Force(N): 40.869, ΔF(N): 1.011, FSR1: 1022, FSR2: 247, FSR3: 1022"
"[16:06:38] 22.79, Force(N): 39.858, ΔF(N): -1.011, FSR1: 1022, FSR2: 247, FSR3: 1022"
"[16:06:38] 22.91, Force(N): 36.826, ΔF(N): -3.032, FSR1: 1023, FSR2: 256, FSR3: 1022"
"[16:06:39] 23.02, Force(N): 33.794, ΔF(N): -3.032, FSR1: 1022, FSR2: 282, FSR3: 1022"
"[16:06:39] 23.13, Force(N): 29.751, ΔF(N): -4.043, FSR1: 1022, FSR2: 291, FSR3: 1023"
"[16:06:39] 23.25, Force(N): 25.708, ΔF(N): -4.043, FSR1: 1022, FSR2: 302, FSR3: 1022"
"[16:06:39] 23.36, Force(N): 23.687, ΔF(N): -2.021, FSR1: 1022, FSR2: 312, FSR3: 1022"
"[16:06:39] 23.47, Force(N): 22.676, ΔF(N): -1.011, FSR1: 1023, FSR2: 368, FSR3: 1022"
"[16:06:39] 23.69, Force(N): 21.665, ΔF(N): -1.011, FSR1: 1022, FSR2: 418, FSR3: 1022"
"[16:06:39] 23.90, Force(N): 19.644, ΔF(N): -2.021, FSR1: 1022, FSR2: 426, FSR3: 1023"
"[16:06:40] 24.01, Force(N): 21.665, ΔF(N): 2.021, FSR1: 1023, FSR2: 438, FSR3: 1023"
"[16:06:40] 24.12, Force(N): 19.644, ΔF(N): -2.021, FSR1: 1022, FSR2: 446, FSR3: 1022"
"[16:06:40] 24.24, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1022, FSR2: 450, FSR3: 1022"
"[16:06:41] 25.06, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1022, FSR2: 461, FSR3: 1023"
"[16:06:41] 25.27, Force(N): 21.665, ΔF(N): 2.021, FSR1: 1022, FSR2: 461, FSR3: 1023"
"[16:06:41] 25.38, Force(N): 20.654, ΔF(N): -1.011, FSR1: 1022, FSR2: 462, FSR3: 1023"
"[16:06:41] 25.50, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1023, FSR2: 459, FSR3: 1022"
"[16:06:41] 25.61, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1022, FSR2: 463, FSR3: 1023"
"[16:06:42] 26.43, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1023, FSR2: 825, FSR3: 1023"
"[16:06:42] 26.64, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1023, FSR2: 1021, FSR3: 1023"
"[16:06:43] 27.06, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1022, FSR2: 1022, FSR3: 1023"
"[16:06:43] 27.28, Force(N): 18.633, ΔF(N): -1.011, FSR1: 1023, FSR2: 487, FSR3: 1022"
"[16:06:43] 27.39, Force(N): 19.644, ΔF(N): 1.011, FSR1: 1023, FSR2: 505, FSR3: 1023"
"[16:06:43] 27.60, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1022, FSR2: 486, FSR3: 1022"
"[16:06:44] 28.02, Force(N): 21.665, ΔF(N): 1.011, FSR1: 1022, FSR2: 588, FSR3: 1023"
"[16:06:44] 28.13, Force(N): 22.676, ΔF(N): 1.011, FSR1: 1022, FSR2: 529, FSR3: 1023"
"[16:06:44] 28.24, Force(N): 23.687, ΔF(N): 1.011, FSR1: 1022, FSR2: 484, FSR3: 1022"
"[16:06:44] 28.35, Force(N): 22.676, ΔF(N): -1.011, FSR1: 1022, FSR2: 428, FSR3: 1022"
"[16:06:44] 28.57, Force(N): 25.708, ΔF(N): 3.032, FSR1: 1023, FSR2: 348, FSR3: 1022"
"[16:06:44] 28.68, Force(N): 26.719, ΔF(N): 1.011, FSR1: 1022, FSR2: 347, FSR3: 1022"
"[16:06:44] 28.89, Force(N): 27.729, ΔF(N): 1.011, FSR1: 1023, FSR2: 329, FSR3: 1022"
"[16:06:45] 29.00, Force(N): 28.740, ΔF(N): 1.011, FSR1: 1023, FSR2: 301, FSR3: 1022"
"[16:06:45] 29.11, Force(N): 29.751, ΔF(N): 1.011, FSR1: 1022, FSR2: 291, FSR3: 1022"
"[16:06:45] 29.23, Force(N): 31.772, ΔF(N): 2.021, FSR1: 1023, FSR2: 277, FSR3: 1022"
"[16:06:45] 29.34, Force(N): 32.783, ΔF(N): 1.011, FSR1: 1022, FSR2: 274, FSR3: 1022"
"[16:06:45] 29.45, Force(N): 33.794, ΔF(N): 1.011, FSR1: 1023, FSR2: 267, FSR3: 1022"
"[16:06:45] 29.66, Force(N): 34.805, ΔF(N): 1.011, FSR1: 1023, FSR2: 260, FSR3: 1022"
"[16:06:45] 29.77, Force(N): 35.815, ΔF(N): 1.011, FSR1: 1022, FSR2: 258, FSR3: 1023"
"[16:06:46] 29.99, Force(N): 37.837, ΔF(N): 2.021, FSR1: 1023, FSR2: 254, FSR3: 1022"
"[16:06:46] 30.20, Force(N): 39.858, ΔF(N): 2.021, FSR1: 1022, FSR2: 249, FSR3: 1022"
"[16:06:46] 30.41, Force(N): 40.869, ΔF(N): 1.011, FSR1: 1022, FSR2: 246, FSR3: 1023"
"[16:06:46] 30.53, Force(N): 39.858, ΔF(N): -1.011, FSR1: 1022, FSR2: 245, FSR3: 1022"
"[16:06:46] 30.64, Force(N): 41.880, ΔF(N): 2.021, FSR1: 1022, FSR2: 243, FSR3: 1022"
"[16:06:46] 30.75, Force(N): 40.869, ΔF(N): -1.011, FSR1: 1022, FSR2: 244, FSR3: 1023"
"[16:06:46] 30.86, Force(N): 41.880, ΔF(N): 1.011, FSR1: 1022, FSR2: 244, FSR3: 1023"
"[16:06:47] 31.08, Force(N): 42.891, ΔF(N): 1.011, FSR1: 1022, FSR2: 246, FSR3: 1022"
"[16:06:47] 31.19, Force(N): 41.880, ΔF(N): -1.011, FSR1: 1022, FSR2: 245, FSR3: 1023"
"[16:06:47] 31.30, Force(N): 42.891, ΔF(N): 1.011, FSR1: 1022, FSR2: 245, FSR3: 1022"
"[16:06:47] 31.41, Force(N): 43.901, ΔF(N): 1.011, FSR1: 1022, FSR2: 244, FSR3: 1023"
"[16:06:47] 31.52, Force(N): 42.891, ΔF(N): -1.011, FSR1: 1022, FSR2: 244, FSR3: 1022"
"[16:06:47] 31.84, Force(N): 43.901, ΔF(N): 1.011, FSR1: 1022, FSR2: 244, FSR3: 1022"
"[16:06:48] 32.15, Force(N): 40.869, ΔF(N): -3.032, FSR1: 1022, FSR2: 246, FSR3: 1022"
"[16:06:48] 32.27, Force(N): 33.794, ΔF(N): -7.075, FSR1: 1022, FSR2: 279, FSR3: 1022"
"[16:06:48] 32.38, Force(N): 30.762, ΔF(N): -3.032, FSR1: 1022, FSR2: 292, FSR3: 1022"
"[16:06:48] 32.49, Force(N): 26.719, ΔF(N): -4.043, FSR1: 1022, FSR2: 314, FSR3: 1022"
"[16:06:48] 32.61, Force(N): 24.697, ΔF(N): -2.021, FSR1: 1022, FSR2: 366, FSR3: 1022"
"[16:06:48] 32.72, Force(N): 23.687, ΔF(N): -1.011, FSR1: 1022, FSR2: 388, FSR3: 1022"
"[16:06:48] 32.83, Force(N): 22.676, ΔF(N): -1.011, FSR1: 1023, FSR2: 396, FSR3: 1023"
"[16:06:48] 32.95, Force(N): 21.665, ΔF(N): -1.011, FSR1: 1023, FSR2: 412, FSR3: 1022"
"[16:06:49] 33.16, Force(N): 20.654, ΔF(N): -1.011, FSR1: 1022, FSR2: 441, FSR3: 1022"
"[16:06:49] 33.27, Force(N): 21.665, ΔF(N): 1.011, FSR1: 1023, FSR2: 450, FSR3: 1022"
"[16:06:49] 33.38, Force(N): 20.654, ΔF(N): -1.011, FSR1: 1022, FSR2: 458, FSR3: 1022"
"[16:06:50] 34.51, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1023, FSR2: 520, FSR3: 1022"
"[16:06:50] 34.62, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1022, FSR2: 524, FSR3: 1022"
"[16:06:50] 34.94, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1022, FSR2: 539, FSR3: 1023"
"[16:06:51] 35.25, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1022, FSR2: 761, FSR3: 1022"
"[16:06:51] 35.47, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1022, FSR2: 1021, FSR3: 1023"
"[16:06:51] 35.58, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[16:06:51] 35.79, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1023, FSR2: 1021, FSR3: 1022"
"[16:06:52] 36.01, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1022, FSR2: 1021, FSR3: 1023"
"[16:06:52] 36.32, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1022, FSR2: 1021, FSR3: 1022"
"[16:06:52] 36.44, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1022, FSR2: 1021, FSR3: 1022"
"[16:06:52] 36.75, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1023, FSR2: 1021, FSR3: 1023"
"[16:06:52] 36.87, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1022, FSR2: 1021, FSR3: 1023"
"[16:06:53] 37.08, Force(N): 21.665, ΔF(N): 1.011, FSR1: 1023, FSR2: 1021, FSR3: 1023"
"[16:06:53] 37.19, Force(N): 20.654, ΔF(N): -1.011, FSR1: 1022, FSR2: 1022, FSR3: 1023"
"[16:06:53] 37.31, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1022, FSR2: 1021, FSR3: 1022"
"[16:06:53] 37.42, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1022, FSR2: 1022, FSR3: 1023"
"[16:06:53] 37.74, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1023, FSR2: 1022, FSR3: 1023"
"[16:06:53] 37.85, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1022, FSR2: 1022, FSR3: 1022"
"[16:06:54] 38.06, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1023, FSR2: 1022, FSR3: 1022"
"[16:06:54] 38.18, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1022, FSR2: 1022, FSR3: 1023"
"[16:06:54] 38.29, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1022, FSR2: 1022, FSR3: 1022"
"[16:06:54] 38.41, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1022, FSR2: 1021, FSR3: 1023"
"[16:06:54] 38.52, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1022, FSR2: 1022, FSR3: 1023"
"[16:06:54] 38.63, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1022, FSR2: 1022, FSR3: 1022"
"[16:06:54] 38.75, Force(N): 21.665, ΔF(N): 1.011, FSR1: 1022, FSR2: 1022, FSR3: 1023"
"[16:06:54] 38.86, Force(N): 19.644, ΔF(N): -2.021, FSR1: 1022, FSR2: 1022, FSR3: 1022"
"[16:06:55] 38.97, Force(N): 22.676, ΔF(N): 3.032, FSR1: 1023, FSR2: 1013, FSR3: 1022"
"[16:06:55] 39.39, Force(N): 23.687, ΔF(N): 1.011, FSR1: 1022, FSR2: 401, FSR3: 1022"
"[16:06:55] 39.50, Force(N): 25.708, ΔF(N): 2.021, FSR1: 1022, FSR2: 358, FSR3: 1022"
"[16:06:55] 39.81, Force(N): 27.729, ΔF(N): 2.021, FSR1: 1023, FSR2: 331, FSR3: 1022"
"[16:06:56] 40.03, Force(N): 28.740, ΔF(N): 1.011, FSR1: 1022, FSR2: 313, FSR3: 1022"
"[16:06:56] 40.14, Force(N): 30.762, ΔF(N): 2.021, FSR1: 1023, FSR2: 274, FSR3: 1023"
"[16:06:56] 40.45, Force(N): 31.772, ΔF(N): 1.011, FSR1: 1022, FSR2: 283, FSR3: 1022"
"[16:06:56] 40.57, Force(N): 32.783, ΔF(N): 1.011, FSR1: 1022, FSR2: 279, FSR3: 1022"
"[16:06:56] 40.68, Force(N): 33.794, ΔF(N): 1.011, FSR1: 1022, FSR2: 274, FSR3: 1022"
"[16:06:57] 40.99, Force(N): 34.805, ΔF(N): 1.011, FSR1: 1022, FSR2: 268, FSR3: 1022"
"[16:06:57] 41.10, Force(N): 35.815, ΔF(N): 1.011, FSR1: 1022, FSR2: 267, FSR3: 1022"
"[16:06:57] 41.32, Force(N): 36.826, ΔF(N): 1.011, FSR1: 1022, FSR2: 263, FSR3: 1023"
"[16:06:57] 41.63, Force(N): 37.837, ΔF(N): 1.011, FSR1: 1022, FSR2: 258, FSR3: 1022"
"[16:06:57] 41.84, Force(N): 38.848, ΔF(N): 1.011, FSR1: 1022, FSR2: 254, FSR3: 1022"
"[16:06:58] 42.46, Force(N): 40.869, ΔF(N): 2.021, FSR1: 1023, FSR2: 248, FSR3: 1022"
"[16:06:59] 42.98, Force(N): 41.880, ΔF(N): 1.011, FSR1: 1022, FSR2: 240, FSR3: 1023"
"[16:06:59] 43.09, Force(N): 40.869, ΔF(N): -1.011, FSR1: 1022, FSR2: 242, FSR3: 1022"
"[16:06:59] 43.20, Force(N): 41.880, ΔF(N): 1.011, FSR1: 1022, FSR2: 242, FSR3: 1022"
"[16:06:59] 43.32, Force(N): 40.869, ΔF(N): -1.011, FSR1: 1022, FSR2: 244, FSR3: 1022"
"[16:06:59] 43.43, Force(N): 36.826, ΔF(N): -4.043, FSR1: 1022, FSR2: 264, FSR3: 1023"
"[16:06:59] 43.54, Force(N): 28.740, ΔF(N): -8.086, FSR1: 1022, FSR2: 307, FSR3: 1023"
"[16:06:59] 43.65, Force(N): 26.719, ΔF(N): -2.021, FSR1: 1022, FSR2: 359, FSR3: 1022"
"[16:06:59] 43.77, Force(N): 24.697, ΔF(N): -2.021, FSR1: 1022, FSR2: 379, FSR3: 1023"
"[16:06:59] 43.88, Force(N): 22.676, ΔF(N): -2.021, FSR1: 1022, FSR2: 425, FSR3: 1023"
"[16:07:00] 44.09, Force(N): 20.654, ΔF(N): -2.021, FSR1: 1022, FSR2: 492, FSR3: 1023"
"[16:07:00] 44.31, Force(N): 21.665, ΔF(N): 1.011, FSR1: 1023, FSR2: 605, FSR3: 1023"
"[16:07:00] 44.62, Force(N): 20.654, ΔF(N): -1.011, FSR1: 1022, FSR2: 923, FSR3: 1023"
"[16:07:00] 44.84, Force(N): 21.665, ΔF(N): 1.011, FSR1: 1023, FSR2: 1021, FSR3: 1023"
"[16:07:00] 44.95, Force(N): 19.644, ΔF(N): -2.021, FSR1: 1023, FSR2: 1021, FSR3: 1022"
"[16:07:01] 45.06, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1023, FSR2: 710, FSR3: 1022"
"[16:07:01] 45.28, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1022, FSR2: 1021, FSR3: 1022"
"[16:07:01] 45.39, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1023, FSR2: 1021, FSR3: 1022"
"[16:07:01] 45.60, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1022, FSR2: 1021, FSR3: 1023"
"[16:07:01] 45.72, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1022, FSR2: 1021, FSR3: 1023"
"[16:07:01] 45.83, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1022, FSR2: 1021, FSR3: 1023"
"[16:07:01] 45.95, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1023, FSR2: 1021, FSR3: 1022"
"[16:07:02] 46.36, Force(N): 21.665, ΔF(N): 1.011, FSR1: 1022, FSR2: 1021, FSR3: 1023"
"[16:07:02] 46.47, Force(N): 20.654, ΔF(N): -1.011, FSR1: 1022, FSR2: 1021, FSR3: 1023"
