timestamped_line
"[15:51:14] Ready. Type 's' to start logging, 'e' to stop."
[15:51:14] Sensor Info:
[15:51:14] Sensor ID: 50
[15:51:14] Sensor Name: FORCE PLATE 850
[15:51:14] Units: N
[15:51:14] ▶️ START LOGGING
"[15:51:14] Time(s), Force(N), DeltaF(N), FSR1, FSR2, FSR3"
"[15:51:36] 25.57, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 871"
"[15:51:36] 25.88, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 880"
"[15:51:36] 26.09, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 850"
"[15:51:37] 26.41, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1021, FSR2: 1023, FSR3: 837"
"[15:51:37] 26.52, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1023, FSR2: 1022, FSR3: 830"
"[15:51:37] 26.84, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 936"
"[15:51:37] 26.95, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 946"
"[15:51:38] 27.36, Force(N): 21.665, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 905"
"[15:51:38] 27.48, Force(N): 20.654, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 860"
"[15:51:38] 27.59, Force(N): 21.665, ΔF(N): 1.011, FSR1: 1020, FSR2: 1023, FSR3: 789"
"[15:51:38] 27.70, Force(N): 22.676, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 759"
"[15:51:38] 27.81, Force(N): 23.687, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 735"
"[15:51:38] 28.03, Force(N): 26.719, ΔF(N): 3.032, FSR1: 1023, FSR2: 1023, FSR3: 673"
"[15:51:38] 28.14, Force(N): 27.729, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 660"
"[15:51:38] 28.25, Force(N): 29.751, ΔF(N): 2.021, FSR1: 1022, FSR2: 1022, FSR3: 646"
"[15:51:39] 28.36, Force(N): 28.740, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 634"
"[15:51:39] 28.47, Force(N): 30.762, ΔF(N): 2.021, FSR1: 1022, FSR2: 1023, FSR3: 629"
"[15:51:39] 28.69, Force(N): 32.783, ΔF(N): 2.021, FSR1: 1023, FSR2: 1023, FSR3: 613"
"[15:51:39] 28.80, Force(N): 33.794, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 609"
"[15:51:39] 29.01, Force(N): 34.805, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 606"
"[15:51:39] 29.12, Force(N): 35.815, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 606"
"[15:51:40] 29.34, Force(N): 37.837, ΔF(N): 2.021, FSR1: 1023, FSR2: 1023, FSR3: 602"
"[15:51:40] 29.55, Force(N): 36.826, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 597"
"[15:51:40] 29.66, Force(N): 39.858, ΔF(N): 3.032, FSR1: 1022, FSR2: 1023, FSR3: 596"
"[15:51:40] 29.88, Force(N): 38.848, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 593"
"[15:51:40] 30.09, Force(N): 39.858, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 593"
"[15:51:40] 30.20, Force(N): 38.848, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 591"
"[15:51:41] 30.32, Force(N): 39.858, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 592"
"[15:51:41] 30.43, Force(N): 38.848, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 592"
"[15:51:41] 30.64, Force(N): 39.858, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 591"
"[15:51:41] 30.85, Force(N): 40.869, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 586"
"[15:51:42] 31.47, Force(N): 39.858, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 585"
"[15:51:42] 31.59, Force(N): 40.869, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 583"
"[15:51:42] 31.70, Force(N): 39.858, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 585"
"[15:51:43] 32.32, Force(N): 40.869, ΔF(N): 1.011, FSR1: 1020, FSR2: 1023, FSR3: 582"
"[15:51:43] 33.24, Force(N): 39.858, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 585"
"[15:51:44] 33.35, Force(N): 37.837, ΔF(N): -2.021, FSR1: 1023, FSR2: 1023, FSR3: 590"
"[15:51:44] 33.46, Force(N): 34.805, ΔF(N): -3.032, FSR1: 1022, FSR2: 1023, FSR3: 593"
"[15:51:44] 33.58, Force(N): 32.783, ΔF(N): -2.021, FSR1: 1023, FSR2: 1023, FSR3: 607"
"[15:51:44] 33.69, Force(N): 31.772, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 623"
"[15:51:44] 33.80, Force(N): 30.762, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 640"
"[15:51:44] 33.92, Force(N): 27.729, ΔF(N): -3.032, FSR1: 1023, FSR2: 1023, FSR3: 646"
"[15:51:44] 34.13, Force(N): 26.719, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 670"
"[15:51:45] 34.34, Force(N): 24.697, ΔF(N): -2.021, FSR1: 1023, FSR2: 1023, FSR3: 710"
"[15:51:45] 34.46, Force(N): 23.687, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 715"
"[15:51:45] 34.57, Force(N): 24.697, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 724"
"[15:51:45] 34.68, Force(N): 23.687, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 732"
"[15:51:45] 34.90, Force(N): 22.676, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 746"
"[15:51:45] 35.01, Force(N): 21.665, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 773"
"[15:51:45] 35.12, Force(N): 20.654, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 775"
"[15:51:45] 35.23, Force(N): 21.665, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 778"
"[15:51:46] 35.35, Force(N): 20.654, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 799"
"[15:51:46] 35.46, Force(N): 22.676, ΔF(N): 2.021, FSR1: 1022, FSR2: 1023, FSR3: 802"
"[15:51:46] 35.57, Force(N): 21.665, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 818"
"[15:51:46] 35.68, Force(N): 20.654, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 823"
"[15:51:46] 36.10, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 864"
"[15:51:47] 36.52, Force(N): 21.665, ΔF(N): 2.021, FSR1: 1023, FSR2: 1023, FSR3: 960"
"[15:51:47] 36.63, Force(N): 20.654, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[15:51:47] 36.84, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[15:51:47] 36.96, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[15:51:47] 37.17, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 1023"
"[15:51:48] 37.49, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[15:51:48] 37.60, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[15:51:48] 37.82, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 1023"
"[15:51:48] 37.93, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[15:51:48] 38.04, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[15:51:48] 38.26, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[15:51:49] 38.47, Force(N): 18.633, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[15:51:49] 38.59, Force(N): 19.644, ΔF(N): 1.011, FSR1: 1021, FSR2: 1023, FSR3: 1023"
"[15:51:50] 40.22, Force(N): 20.654, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 798"
"[15:51:51] 40.53, Force(N): 21.665, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 863"
"[15:51:51] 40.74, Force(N): 20.654, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 862"
"[15:51:51] 40.86, Force(N): 22.676, ΔF(N): 2.021, FSR1: 1023, FSR2: 1023, FSR3: 804"
"[15:51:51] 41.17, Force(N): 23.687, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 718"
"[15:51:52] 41.28, Force(N): 24.697, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 718"
"[15:51:52] 41.40, Force(N): 25.708, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 711"
"[15:51:52] 41.61, Force(N): 26.719, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 689"
"[15:51:52] 41.72, Force(N): 28.740, ΔF(N): 2.021, FSR1: 1022, FSR2: 1023, FSR3: 675"
"[15:51:52] 41.83, Force(N): 27.729, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 668"
"[15:51:52] 41.95, Force(N): 28.740, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 667"
"[15:51:52] 42.06, Force(N): 29.751, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 664"
"[15:51:52] 42.17, Force(N): 30.762, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 657"
"[15:51:53] 42.28, Force(N): 31.772, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 650"
"[15:51:53] 42.39, Force(N): 32.783, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 647"
"[15:51:53] 42.50, Force(N): 31.772, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 646"
"[15:51:53] 42.72, Force(N): 33.794, ΔF(N): 2.021, FSR1: 1022, FSR2: 1023, FSR3: 641"
"[15:51:53] 42.83, Force(N): 34.805, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 641"
"[15:51:53] 42.94, Force(N): 33.794, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 629"
"[15:51:53] 43.06, Force(N): 34.805, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 624"
"[15:51:53] 43.17, Force(N): 35.815, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 621"
"[15:51:54] 43.38, Force(N): 36.826, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 608"
"[15:51:54] 43.79, Force(N): 37.837, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 598"
"[15:51:54] 43.91, Force(N): 38.848, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 596"
"[15:51:54] 44.12, Force(N): 37.837, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 594"
"[15:51:55] 44.34, Force(N): 39.858, ΔF(N): 2.021, FSR1: 1023, FSR2: 1023, FSR3: 589"
"[15:51:55] 44.45, Force(N): 38.848, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 590"
"[15:51:55] 44.66, Force(N): 39.858, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 588"
"[15:51:56] 45.38, Force(N): 40.869, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 589"
"[15:51:56] 45.79, Force(N): 41.880, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 590"
"[15:51:56] 45.91, Force(N): 42.891, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 586"
"[15:51:56] 46.02, Force(N): 41.880, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 583"
"[15:51:56] 46.13, Force(N): 42.891, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 583"
"[15:51:56] 46.24, Force(N): 43.901, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 583"
"[15:51:57] 46.36, Force(N): 42.891, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 583"
"[15:51:57] 46.47, Force(N): 43.901, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 581"
"[15:51:57] 46.58, Force(N): 42.891, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 582"
"[15:51:57] 46.79, Force(N): 41.880, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 583"
"[15:51:57] 46.91, Force(N): 38.848, ΔF(N): -3.032, FSR1: 1023, FSR2: 1023, FSR3: 598"
"[15:51:57] 47.02, Force(N): 36.826, ΔF(N): -2.021, FSR1: 1023, FSR2: 1023, FSR3: 604"
"[15:51:57] 47.13, Force(N): 34.805, ΔF(N): -2.021, FSR1: 1023, FSR2: 1023, FSR3: 613"
"[15:51:57] 47.25, Force(N): 33.794, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 631"
"[15:51:58] 47.36, Force(N): 31.772, ΔF(N): -2.021, FSR1: 1022, FSR2: 1023, FSR3: 635"
"[15:51:58] 47.47, Force(N): 29.751, ΔF(N): -2.021, FSR1: 1023, FSR2: 1023, FSR3: 640"
"[15:51:58] 47.58, Force(N): 27.729, ΔF(N): -2.021, FSR1: 1022, FSR2: 1023, FSR3: 660"
"[15:51:58] 47.70, Force(N): 26.719, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 684"
"[15:51:58] 47.81, Force(N): 25.708, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 699"
"[15:51:58] 47.92, Force(N): 24.697, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 711"
"[15:51:58] 48.14, Force(N): 22.676, ΔF(N): -2.021, FSR1: 1022, FSR2: 1023, FSR3: 768"
"[15:51:58] 48.25, Force(N): 23.687, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 770"
