timestamped_line
"[15:55:22] Ready. Type 's' to start logging, 'e' to stop."
[15:55:22] Sensor Info:
[15:55:22] Sensor ID: 50
[15:55:22] Sensor Name: FORCE PLATE 850
[15:55:22] Units: N
[15:55:22] ▶️ START LOGGING
"[15:55:22] Time(s), Force(N), DeltaF(N), FSR1, FSR2, FSR3"
"[15:55:33] 14.59, Force(N): 27.729, ΔF(N): 1.011, FSR1: 595, FSR2: 1023, FSR3: 1022"
"[15:55:33] 14.80, Force(N): 28.740, ΔF(N): 1.011, FSR1: 574, FSR2: 1023, FSR3: 1023"
"[15:55:33] 14.91, Force(N): 30.762, ΔF(N): 2.021, FSR1: 557, FSR2: 1022, FSR3: 1023"
"[15:55:33] 15.02, Force(N): 31.772, ΔF(N): 1.011, FSR1: 544, FSR2: 1022, FSR3: 1023"
"[15:55:33] 15.34, Force(N): 32.783, ΔF(N): 1.011, FSR1: 536, FSR2: 1023, FSR3: 1023"
"[15:55:33] 15.55, Force(N): 33.794, ΔF(N): 1.011, FSR1: 547, FSR2: 1022, FSR3: 1022"
"[15:55:34] 15.66, Force(N): 32.783, ΔF(N): -1.011, FSR1: 548, FSR2: 1022, FSR3: 1023"
"[15:55:34] 15.77, Force(N): 33.794, ΔF(N): 1.011, FSR1: 539, FSR2: 1022, FSR3: 1023"
"[15:55:34] 15.89, Force(N): 34.805, ΔF(N): 1.011, FSR1: 536, FSR2: 1022, FSR3: 1022"
"[15:55:34] 16.40, Force(N): 36.826, ΔF(N): 2.021, FSR1: 480, FSR2: 1023, FSR3: 1022"
"[15:55:35] 16.72, Force(N): 37.837, ΔF(N): 1.011, FSR1: 452, FSR2: 1023, FSR3: 1022"
"[15:55:35] 16.83, Force(N): 35.815, ΔF(N): -2.021, FSR1: 448, FSR2: 1023, FSR3: 1023"
"[15:55:35] 16.94, Force(N): 37.837, ΔF(N): 2.021, FSR1: 440, FSR2: 1023, FSR3: 1022"
"[15:55:35] 17.26, Force(N): 36.826, ΔF(N): -1.011, FSR1: 428, FSR2: 1022, FSR3: 1023"
"[15:55:35] 17.37, Force(N): 37.837, ΔF(N): 1.011, FSR1: 428, FSR2: 1023, FSR3: 1023"
"[15:55:35] 17.48, Force(N): 38.848, ΔF(N): 1.011, FSR1: 424, FSR2: 1023, FSR3: 1023"
"[15:55:36] 17.69, Force(N): 37.837, ΔF(N): -1.011, FSR1: 420, FSR2: 1023, FSR3: 1023"
"[15:55:36] 17.81, Force(N): 38.848, ΔF(N): 1.011, FSR1: 420, FSR2: 1022, FSR3: 1023"
"[15:55:36] 17.92, Force(N): 37.837, ΔF(N): -1.011, FSR1: 415, FSR2: 1022, FSR3: 1022"
"[15:55:36] 18.03, Force(N): 39.858, ΔF(N): 2.021, FSR1: 412, FSR2: 1023, FSR3: 1023"
"[15:55:36] 18.14, Force(N): 38.848, ΔF(N): -1.011, FSR1: 410, FSR2: 1022, FSR3: 1023"
"[15:55:36] 18.46, Force(N): 39.858, ΔF(N): 1.011, FSR1: 402, FSR2: 1022, FSR3: 1023"
"[15:55:37] 18.57, Force(N): 40.869, ΔF(N): 1.011, FSR1: 398, FSR2: 1023, FSR3: 1022"
"[15:55:37] 18.68, Force(N): 39.858, ΔF(N): -1.011, FSR1: 401, FSR2: 1022, FSR3: 1022"
"[15:55:37] 18.80, Force(N): 40.869, ΔF(N): 1.011, FSR1: 401, FSR2: 1023, FSR3: 1023"
"[15:55:37] 18.91, Force(N): 39.858, ΔF(N): -1.011, FSR1: 402, FSR2: 1022, FSR3: 1022"
"[15:55:37] 19.12, Force(N): 40.869, ΔF(N): 1.011, FSR1: 397, FSR2: 1023, FSR3: 1022"
"[15:55:37] 19.23, Force(N): 39.858, ΔF(N): -1.011, FSR1: 395, FSR2: 1022, FSR3: 1023"
"[15:55:37] 19.45, Force(N): 38.848, ΔF(N): -1.011, FSR1: 412, FSR2: 1022, FSR3: 1023"
"[15:55:38] 19.66, Force(N): 39.858, ΔF(N): 1.011, FSR1: 410, FSR2: 1023, FSR3: 1022"
"[15:55:38] 19.77, Force(N): 38.848, ΔF(N): -1.011, FSR1: 412, FSR2: 1022, FSR3: 1023"
"[15:55:38] 19.99, Force(N): 37.837, ΔF(N): -1.011, FSR1: 419, FSR2: 1022, FSR3: 1023"
"[15:55:38] 20.10, Force(N): 36.826, ΔF(N): -1.011, FSR1: 460, FSR2: 1023, FSR3: 1023"
"[15:55:38] 20.21, Force(N): 32.783, ΔF(N): -4.043, FSR1: 581, FSR2: 1023, FSR3: 1022"
"[15:55:38] 20.33, Force(N): 31.772, ΔF(N): -1.011, FSR1: 592, FSR2: 1022, FSR3: 1023"
"[15:55:38] 20.44, Force(N): 29.751, ΔF(N): -2.021, FSR1: 632, FSR2: 1022, FSR3: 1022"
"[15:55:39] 20.65, Force(N): 27.729, ΔF(N): -2.021, FSR1: 658, FSR2: 1022, FSR3: 1023"
"[15:55:39] 20.77, Force(N): 25.708, ΔF(N): -2.021, FSR1: 672, FSR2: 1023, FSR3: 1023"
"[15:55:39] 20.88, Force(N): 24.697, ΔF(N): -1.011, FSR1: 683, FSR2: 1022, FSR3: 1022"
"[15:55:39] 21.09, Force(N): 23.687, ΔF(N): -1.011, FSR1: 724, FSR2: 1023, FSR3: 1023"
"[15:55:39] 21.21, Force(N): 22.676, ΔF(N): -1.011, FSR1: 756, FSR2: 1023, FSR3: 1022"
"[15:55:39] 21.42, Force(N): 21.665, ΔF(N): -1.011, FSR1: 820, FSR2: 1022, FSR3: 1023"
"[15:55:39] 21.53, Force(N): 20.654, ΔF(N): -1.011, FSR1: 868, FSR2: 1023, FSR3: 1023"
"[15:55:40] 21.65, Force(N): 21.665, ΔF(N): 1.011, FSR1: 848, FSR2: 1023, FSR3: 1023"
"[15:55:40] 21.76, Force(N): 20.654, ΔF(N): -1.011, FSR1: 865, FSR2: 1023, FSR3: 1023"
"[15:55:40] 21.87, Force(N): 21.665, ΔF(N): 1.011, FSR1: 860, FSR2: 1023, FSR3: 1023"
"[15:55:40] 21.98, Force(N): 20.654, ΔF(N): -1.011, FSR1: 854, FSR2: 1023, FSR3: 1023"
"[15:55:40] 22.10, Force(N): 21.665, ΔF(N): 1.011, FSR1: 866, FSR2: 1023, FSR3: 1023"
"[15:55:40] 22.31, Force(N): 19.644, ΔF(N): -2.021, FSR1: 868, FSR2: 1023, FSR3: 1023"
"[15:55:40] 22.42, Force(N): 20.654, ΔF(N): 1.011, FSR1: 849, FSR2: 1023, FSR3: 1022"
"[15:55:40] 22.53, Force(N): 18.633, ΔF(N): -2.021, FSR1: 846, FSR2: 1023, FSR3: 1023"
"[15:55:41] 22.65, Force(N): 20.654, ΔF(N): 2.021, FSR1: 849, FSR2: 1022, FSR3: 1023"
"[15:55:41] 22.76, Force(N): 19.644, ΔF(N): -1.011, FSR1: 841, FSR2: 1022, FSR3: 1023"
"[15:55:41] 23.07, Force(N): 20.654, ΔF(N): 1.011, FSR1: 855, FSR2: 1022, FSR3: 1023"
"[15:55:41] 23.19, Force(N): 19.644, ΔF(N): -1.011, FSR1: 841, FSR2: 1023, FSR3: 1023"
"[15:55:41] 23.30, Force(N): 18.633, ΔF(N): -1.011, FSR1: 847, FSR2: 1022, FSR3: 1023"
"[15:55:41] 23.41, Force(N): 19.644, ΔF(N): 1.011, FSR1: 857, FSR2: 1023, FSR3: 1023"
"[15:55:42] 23.73, Force(N): 20.654, ΔF(N): 1.011, FSR1: 845, FSR2: 1022, FSR3: 1023"
"[15:55:42] 24.04, Force(N): 21.665, ΔF(N): 1.011, FSR1: 782, FSR2: 1023, FSR3: 1023"
"[15:55:42] 24.15, Force(N): 22.676, ΔF(N): 1.011, FSR1: 735, FSR2: 1023, FSR3: 1023"
"[15:55:42] 24.36, Force(N): 23.687, ΔF(N): 1.011, FSR1: 713, FSR2: 1023, FSR3: 1023"
"[15:55:43] 24.58, Force(N): 25.708, ΔF(N): 2.021, FSR1: 658, FSR2: 1023, FSR3: 1023"
"[15:55:43] 24.69, Force(N): 26.719, ΔF(N): 1.011, FSR1: 626, FSR2: 1023, FSR3: 1023"
"[15:55:43] 24.90, Force(N): 27.729, ΔF(N): 1.011, FSR1: 610, FSR2: 1023, FSR3: 1023"
"[15:55:43] 25.12, Force(N): 29.751, ΔF(N): 2.021, FSR1: 587, FSR2: 1022, FSR3: 1023"
"[15:55:43] 25.33, Force(N): 30.762, ΔF(N): 1.011, FSR1: 578, FSR2: 1023, FSR3: 1023"
"[15:55:44] 25.64, Force(N): 31.772, ΔF(N): 1.011, FSR1: 562, FSR2: 1022, FSR3: 1023"
"[15:55:44] 25.75, Force(N): 32.783, ΔF(N): 1.011, FSR1: 560, FSR2: 1022, FSR3: 1023"
"[15:55:44] 25.97, Force(N): 33.794, ΔF(N): 1.011, FSR1: 563, FSR2: 1023, FSR3: 1023"
"[15:55:44] 26.18, Force(N): 34.805, ΔF(N): 1.011, FSR1: 560, FSR2: 1023, FSR3: 1023"
"[15:55:44] 26.29, Force(N): 35.815, ΔF(N): 1.011, FSR1: 566, FSR2: 1023, FSR3: 1023"
"[15:55:44] 26.40, Force(N): 34.805, ΔF(N): -1.011, FSR1: 560, FSR2: 1023, FSR3: 1023"
"[15:55:44] 26.52, Force(N): 36.826, ΔF(N): 2.021, FSR1: 551, FSR2: 1023, FSR3: 1023"
"[15:55:45] 26.63, Force(N): 35.815, ΔF(N): -1.011, FSR1: 540, FSR2: 1023, FSR3: 1023"
"[15:55:45] 26.84, Force(N): 36.826, ΔF(N): 1.011, FSR1: 525, FSR2: 1023, FSR3: 1022"
"[15:55:45] 26.95, Force(N): 37.837, ΔF(N): 1.011, FSR1: 500, FSR2: 1023, FSR3: 1023"
"[15:55:45] 27.27, Force(N): 36.826, ΔF(N): -1.011, FSR1: 460, FSR2: 1023, FSR3: 1023"
"[15:55:45] 27.38, Force(N): 37.837, ΔF(N): 1.011, FSR1: 459, FSR2: 1023, FSR3: 1023"
"[15:55:46] 27.60, Force(N): 38.848, ΔF(N): 1.011, FSR1: 447, FSR2: 1022, FSR3: 1023"
"[15:55:46] 28.01, Force(N): 37.837, ΔF(N): -1.011, FSR1: 441, FSR2: 1023, FSR3: 1023"
"[15:55:46] 28.12, Force(N): 38.848, ΔF(N): 1.011, FSR1: 434, FSR2: 1023, FSR3: 1023"
"[15:55:46] 28.24, Force(N): 39.858, ΔF(N): 1.011, FSR1: 434, FSR2: 1023, FSR3: 1023"
"[15:55:46] 28.35, Force(N): 38.848, ΔF(N): -1.011, FSR1: 436, FSR2: 1023, FSR3: 1023"
"[15:55:47] 28.66, Force(N): 39.858, ΔF(N): 1.011, FSR1: 430, FSR2: 1023, FSR3: 1023"
"[15:55:47] 29.18, Force(N): 40.869, ΔF(N): 1.011, FSR1: 419, FSR2: 1023, FSR3: 1023"
"[15:55:47] 29.29, Force(N): 39.858, ΔF(N): -1.011, FSR1: 412, FSR2: 1023, FSR3: 1023"
"[15:55:47] 29.40, Force(N): 40.869, ΔF(N): 1.011, FSR1: 406, FSR2: 1023, FSR3: 1023"
"[15:55:47] 29.52, Force(N): 39.858, ΔF(N): -1.011, FSR1: 401, FSR2: 1022, FSR3: 1022"
"[15:55:48] 29.63, Force(N): 40.869, ΔF(N): 1.011, FSR1: 396, FSR2: 1023, FSR3: 1023"
"[15:55:48] 29.74, Force(N): 41.880, ΔF(N): 1.011, FSR1: 392, FSR2: 1023, FSR3: 1023"
"[15:55:48] 30.26, Force(N): 40.869, ΔF(N): -1.011, FSR1: 380, FSR2: 1023, FSR3: 1023"
"[15:55:48] 30.47, Force(N): 39.858, ΔF(N): -1.011, FSR1: 391, FSR2: 1023, FSR3: 1023"
"[15:55:49] 30.58, Force(N): 37.837, ΔF(N): -2.021, FSR1: 455, FSR2: 1023, FSR3: 1022"
"[15:55:49] 30.70, Force(N): 34.805, ΔF(N): -3.032, FSR1: 542, FSR2: 1022, FSR3: 1023"
"[15:55:49] 30.81, Force(N): 32.783, ΔF(N): -2.021, FSR1: 593, FSR2: 1022, FSR3: 1023"
"[15:55:49] 30.92, Force(N): 30.762, ΔF(N): -2.021, FSR1: 602, FSR2: 1023, FSR3: 1023"
"[15:55:49] 31.04, Force(N): 28.740, ΔF(N): -2.021, FSR1: 621, FSR2: 1022, FSR3: 1023"
"[15:55:49] 31.25, Force(N): 27.729, ΔF(N): -1.011, FSR1: 652, FSR2: 1023, FSR3: 1023"
"[15:55:49] 31.36, Force(N): 26.719, ΔF(N): -1.011, FSR1: 664, FSR2: 1022, FSR3: 1023"
"[15:55:49] 31.48, Force(N): 25.708, ΔF(N): -1.011, FSR1: 670, FSR2: 1023, FSR3: 1023"
"[15:55:50] 31.59, Force(N): 23.687, ΔF(N): -2.021, FSR1: 704, FSR2: 1023, FSR3: 1022"
"[15:55:50] 31.70, Force(N): 22.676, ΔF(N): -1.011, FSR1: 732, FSR2: 1023, FSR3: 1023"
"[15:55:50] 31.81, Force(N): 23.687, ΔF(N): 1.011, FSR1: 752, FSR2: 1022, FSR3: 1023"
"[15:55:50] 31.93, Force(N): 22.676, ΔF(N): -1.011, FSR1: 801, FSR2: 1023, FSR3: 1023"
"[15:55:50] 32.04, Force(N): 21.665, ΔF(N): -1.011, FSR1: 816, FSR2: 1023, FSR3: 1023"
"[15:55:50] 32.15, Force(N): 20.654, ΔF(N): -1.011, FSR1: 819, FSR2: 1023, FSR3: 1023"
"[15:55:50] 32.27, Force(N): 19.644, ΔF(N): -1.011, FSR1: 919, FSR2: 1023, FSR3: 1023"
"[15:55:50] 32.38, Force(N): 20.654, ΔF(N): 1.011, FSR1: 903, FSR2: 1023, FSR3: 1023"
"[15:55:50] 32.49, Force(N): 19.644, ΔF(N): -1.011, FSR1: 898, FSR2: 1023, FSR3: 1022"
"[15:55:51] 32.70, Force(N): 20.654, ΔF(N): 1.011, FSR1: 928, FSR2: 1022, FSR3: 1023"
"[15:55:51] 32.82, Force(N): 19.644, ΔF(N): -1.011, FSR1: 962, FSR2: 1023, FSR3: 1023"
"[15:55:51] 32.93, Force(N): 17.622, ΔF(N): -2.021, FSR1: 1023, FSR2: 1022, FSR3: 1023"
"[15:55:51] 33.14, Force(N): 18.633, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 1022"
"[15:55:52] 33.76, Force(N): 17.622, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 1023"
"[15:55:52] 33.88, Force(N): 18.633, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[15:55:53] 34.60, Force(N): 19.644, ΔF(N): 1.011, FSR1: 900, FSR2: 1022, FSR3: 1023"
"[15:55:53] 34.71, Force(N): 20.654, ΔF(N): 1.011, FSR1: 911, FSR2: 1023, FSR3: 1022"
"[15:55:53] 35.02, Force(N): 21.665, ΔF(N): 1.011, FSR1: 839, FSR2: 1023, FSR3: 1022"
"[15:55:53] 35.24, Force(N): 22.676, ΔF(N): 1.011, FSR1: 843, FSR2: 1023, FSR3: 1023"
"[15:55:53] 35.45, Force(N): 23.687, ΔF(N): 1.011, FSR1: 788, FSR2: 1023, FSR3: 1022"
"[15:55:54] 35.66, Force(N): 24.697, ΔF(N): 1.011, FSR1: 764, FSR2: 1023, FSR3: 1023"
"[15:55:54] 35.88, Force(N): 25.708, ΔF(N): 1.011, FSR1: 755, FSR2: 1023, FSR3: 1022"
"[15:55:54] 35.99, Force(N): 24.697, ΔF(N): -1.011, FSR1: 755, FSR2: 1022, FSR3: 1023"
"[15:55:54] 36.10, Force(N): 25.708, ΔF(N): 1.011, FSR1: 733, FSR2: 1023, FSR3: 1023"
"[15:55:54] 36.21, Force(N): 26.719, ΔF(N): 1.011, FSR1: 707, FSR2: 1023, FSR3: 1023"
"[15:55:54] 36.32, Force(N): 27.729, ΔF(N): 1.011, FSR1: 686, FSR2: 1023, FSR3: 1023"
"[15:55:54] 36.54, Force(N): 29.751, ΔF(N): 2.021, FSR1: 629, FSR2: 1023, FSR3: 1023"
"[15:55:55] 36.65, Force(N): 31.772, ΔF(N): 2.021, FSR1: 613, FSR2: 1023, FSR3: 1023"
"[15:55:55] 36.86, Force(N): 32.783, ΔF(N): 1.011, FSR1: 571, FSR2: 1023, FSR3: 1023"
"[15:55:55] 36.97, Force(N): 33.794, ΔF(N): 1.011, FSR1: 553, FSR2: 1023, FSR3: 1023"
"[15:55:55] 37.19, Force(N): 34.805, ΔF(N): 1.011, FSR1: 535, FSR2: 1023, FSR3: 1023"
"[15:55:55] 37.30, Force(N): 36.826, ΔF(N): 2.021, FSR1: 555, FSR2: 1023, FSR3: 1023"
"[15:55:56] 37.82, Force(N): 37.837, ΔF(N): 1.011, FSR1: 518, FSR2: 1023, FSR3: 1023"
"[15:55:56] 38.03, Force(N): 39.858, ΔF(N): 2.021, FSR1: 511, FSR2: 1023, FSR3: 1023"
"[15:55:56] 38.34, Force(N): 38.848, ΔF(N): -1.011, FSR1: 504, FSR2: 1022, FSR3: 1023"
"[15:55:56] 38.46, Force(N): 39.858, ΔF(N): 1.011, FSR1: 503, FSR2: 1023, FSR3: 1023"
"[15:55:57] 38.67, Force(N): 38.848, ΔF(N): -1.011, FSR1: 496, FSR2: 1023, FSR3: 1023"
"[15:55:57] 38.78, Force(N): 39.858, ΔF(N): 1.011, FSR1: 494, FSR2: 1023, FSR3: 1023"
"[15:55:57] 38.99, Force(N): 40.869, ΔF(N): 1.011, FSR1: 488, FSR2: 1023, FSR3: 1023"
"[15:55:57] 39.21, Force(N): 39.858, ΔF(N): -1.011, FSR1: 486, FSR2: 1022, FSR3: 1023"
"[15:55:57] 39.52, Force(N): 40.869, ΔF(N): 1.011, FSR1: 474, FSR2: 1023, FSR3: 1023"
"[15:55:58] 39.74, Force(N): 41.880, ΔF(N): 1.011, FSR1: 470, FSR2: 1023, FSR3: 1023"
"[15:55:58] 39.95, Force(N): 40.869, ΔF(N): -1.011, FSR1: 466, FSR2: 1023, FSR3: 1023"
"[15:55:58] 40.16, Force(N): 41.880, ΔF(N): 1.011, FSR1: 468, FSR2: 1023, FSR3: 1023"
"[15:55:58] 40.28, Force(N): 40.869, ΔF(N): -1.011, FSR1: 468, FSR2: 1023, FSR3: 1023"
"[15:55:58] 40.39, Force(N): 41.880, ΔF(N): 1.011, FSR1: 466, FSR2: 1023, FSR3: 1023"
"[15:55:59] 40.70, Force(N): 40.869, ΔF(N): -1.011, FSR1: 447, FSR2: 1023, FSR3: 1023"
"[15:55:59] 40.81, Force(N): 41.880, ΔF(N): 1.011, FSR1: 450, FSR2: 1023, FSR3: 1023"
"[15:55:59] 40.93, Force(N): 40.869, ΔF(N): -1.011, FSR1: 461, FSR2: 1023, FSR3: 1022"
"[15:55:59] 41.14, Force(N): 42.891, ΔF(N): 2.021, FSR1: 449, FSR2: 1023, FSR3: 1023"
"[15:55:59] 41.25, Force(N): 38.848, ΔF(N): -4.043, FSR1: 527, FSR2: 1023, FSR3: 1023"
"[15:55:59] 41.37, Force(N): 32.783, ΔF(N): -6.064, FSR1: 653, FSR2: 1022, FSR3: 1023"
"[15:55:59] 41.48, Force(N): 27.729, ΔF(N): -5.054, FSR1: 699, FSR2: 1023, FSR3: 1023"
"[15:56:00] 41.59, Force(N): 26.719, ΔF(N): -1.011, FSR1: 745, FSR2: 1023, FSR3: 1023"
"[15:56:00] 41.71, Force(N): 24.697, ΔF(N): -2.021, FSR1: 805, FSR2: 1023, FSR3: 1023"
"[15:56:00] 41.82, Force(N): 22.676, ΔF(N): -2.021, FSR1: 819, FSR2: 1023, FSR3: 1023"
"[15:56:00] 41.93, Force(N): 20.654, ΔF(N): -2.021, FSR1: 839, FSR2: 1023, FSR3: 1023"
"[15:56:00] 42.25, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[15:56:00] 42.36, Force(N): 18.633, ΔF(N): -1.011, FSR1: 1022, FSR2: 1022, FSR3: 1023"
"[15:56:00] 42.47, Force(N): 19.644, ΔF(N): 1.011, FSR1: 1022, FSR2: 1023, FSR3: 1022"
"[15:56:01] 42.59, Force(N): 18.633, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[15:56:01] 42.70, Force(N): 19.644, ΔF(N): 1.011, FSR1: 1023, FSR2: 1022, FSR3: 1023"
"[15:56:01] 42.91, Force(N): 18.633, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[15:56:01] 43.03, Force(N): 19.644, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[15:56:01] 43.14, Force(N): 18.633, ΔF(N): -1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[15:56:01] 43.26, Force(N): 19.644, ΔF(N): 1.011, FSR1: 1022, FSR2: 1022, FSR3: 1023"
"[15:56:02] 43.87, Force(N): 18.633, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 1023"
"[15:56:02] 43.99, Force(N): 19.644, ΔF(N): 1.011, FSR1: 1023, FSR2: 1023, FSR3: 1023"
"[15:56:02] 44.20, Force(N): 18.633, ΔF(N): -1.011, FSR1: 1022, FSR2: 1023, FSR3: 1023"
"[15:56:02] 44.52, Force(N): 19.644, ΔF(N): 1.011, FSR1: 1022, FSR2: 1022, FSR3: 1023"
"[15:56:03] 45.04, Force(N): 20.654, ΔF(N): 1.011, FSR1: 969, FSR2: 1023, FSR3: 1022"
"[15:56:03] 45.15, Force(N): 19.644, ΔF(N): -1.011, FSR1: 1014, FSR2: 1023, FSR3: 1023"
"[15:56:03] 45.36, Force(N): 20.654, ΔF(N): 1.011, FSR1: 852, FSR2: 1023, FSR3: 1023"
